MOL_ID	molecule_name	target_name
MOL008256	InChI=1/C15H24/c1-10-7-8-15-9-12(10)14(3,4)13(15)6-5-11(15)2/h7,11-13H,5-6,8-9H2,1-4H	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008256	InChI=1/C15H24/c1-10-7-8-15-9-12(10)14(3,4)13(15)6-5-11(15)2/h7,11-13H,5-6,8-9H2,1-4H	Nuclear receptor coactivator 2
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Prostaglandin G/H synthase 1
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Muscarinic acetylcholine receptor M3
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Muscarinic acetylcholine receptor M1
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Prostaglandin G/H synthase 2
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Retinoic acid receptor RXR-alpha
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Sodium-dependent noradrenaline transporter
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Alpha-1A adrenergic receptor
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Muscarinic acetylcholine receptor M2
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Alpha-1B adrenergic receptor
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Cytochrome P450-cam
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Nuclear receptor coactivator 2
MOL008258	(1R,4R,5S)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL008259	2,6-di(phenyl)thiopyran-4-thione	Prostaglandin G/H synthase 1
MOL008259	2,6-di(phenyl)thiopyran-4-thione	Estrogen receptor
MOL008259	2,6-di(phenyl)thiopyran-4-thione	Prostaglandin G/H synthase 2
MOL008259	2,6-di(phenyl)thiopyran-4-thione	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
MOL008260	o-Xylenol	Alcohol dehydrogenase 1C
MOL008260	o-Xylenol	Lysozyme
MOL008260	o-Xylenol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL008263	Isoxylaldehyde	Alcohol dehydrogenase 1C
MOL008263	Isoxylaldehyde	Lysozyme
MOL008263	Isoxylaldehyde	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL008265	2-valerylbenzoic acid	Prostaglandin G/H synthase 1
MOL008265	2-valerylbenzoic acid	Thrombin
MOL008265	2-valerylbenzoic acid	Muscarinic acetylcholine receptor M1
MOL008265	2-valerylbenzoic acid	Estrogen receptor
MOL008265	2-valerylbenzoic acid	Beta-1 adrenergic receptor
MOL008265	2-valerylbenzoic acid	Prostaglandin G/H synthase 2
MOL008265	2-valerylbenzoic acid	Nitric-oxide synthase, endothelial
MOL008265	2-valerylbenzoic acid	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
MOL008265	2-valerylbenzoic acid	Sodium-dependent noradrenaline transporter
MOL008265	2-valerylbenzoic acid	Alpha-1B adrenergic receptor
MOL008265	2-valerylbenzoic acid	Sodium-dependent dopamine transporter
MOL008265	2-valerylbenzoic acid	Beta-2 adrenergic receptor
MOL008265	2-valerylbenzoic acid	Sodium-dependent serotonin transporter
MOL008265	2-valerylbenzoic acid	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008265	2-valerylbenzoic acid	Beta-lactamase
MOL008265	2-valerylbenzoic acid	Leukotriene A-4 hydrolase
MOL008265	2-valerylbenzoic acid	Amine oxidase [flavin-containing] B
MOL008265	2-valerylbenzoic acid	mRNA of PKA Catalytic Subunit C-alpha
MOL008265	2-valerylbenzoic acid	cAMP-dependent protein kinase inhibitor alpha
MOL008273	4-Methyl-6-hepten-3-one	Cathepsin D
MOL008274	6-Ethylresorcinol	Alcohol dehydrogenase 1C
MOL008274	6-Ethylresorcinol	Lysozyme
MOL008274	6-Ethylresorcinol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL008275	5-Indolol	Lysozyme
MOL008275	5-Indolol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL008277	7,10-PENTADECADIYNOIC ACID	Prostaglandin G/H synthase 1
MOL008277	7,10-PENTADECADIYNOIC ACID	Prostaglandin G/H synthase 2
MOL008277	7,10-PENTADECADIYNOIC ACID	Retinoic acid receptor RXR-alpha
MOL008281	(Z)-2-[[(Z)-2-methylbut-2-enoyl]oxymethyl]but-2-enoic acid	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL008281	(Z)-2-[[(Z)-2-methylbut-2-enoyl]oxymethyl]but-2-enoic acid	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008282	Tropone	Cytochrome P450-cam
MOL008284	BUA	4-aminobutyrate aminotransferase, mitochondrial
MOL008284	BUA	Cholinesterase
MOL008284	BUA	Alcohol dehydrogenase 1B
MOL008284	BUA	Alcohol dehydrogenase 1C
MOL008284	BUA	Cytochrome P450-cam
MOL008284	BUA	Ferrichrome-iron receptor
MOL008284	BUA	Monomeric sarcosine oxidase
MOL008284	BUA	Haloalkane dehalogenase
MOL008284	BUA	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase
MOL008284	BUA	Group IIE secretory phospholipase A2
MOL008284	BUA	Glycine amidinotransferase, mitochondrial
MOL008284	BUA	FK506-binding protein 1A
MOL008284	BUA	Trypsin-3
MOL008284	BUA	Proto-oncogene tyrosine-protein kinase SRC
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Prostaglandin G/H synthase 1
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Dopamine D1 receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Muscarinic acetylcholine receptor M3
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Muscarinic acetylcholine receptor M1
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Beta-1 adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Sodium channel protein type 10 subunit alpha
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Sodium channel protein type 5 subunit alpha
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Prostaglandin G/H synthase 2
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Alpha-2A adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Alpha-2C adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	5-hydroxytryptamine 2A receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Sodium-dependent noradrenaline transporter
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Alpha-1A adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Muscarinic acetylcholine receptor M2
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Alpha-2B adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Alpha-1B adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Sodium-dependent dopamine transporter
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Beta-2 adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Alpha-1D adrenergic receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Sodium-dependent serotonin transporter
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	D(2) dopamine receptor
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Beta-lactamase
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Leukotriene A-4 hydrolase
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Amine oxidase [flavin-containing] B
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	mRNA of PKA Catalytic Subunit C-alpha
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	cAMP-dependent protein kinase inhibitor alpha
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
MOL008285	(3S)-3-butyl-3H-isobenzofuran-1-one	Neuronal acetylcholine receptor subunit alpha-2
MOL008286	()-Camphoric acid	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL008286	()-Camphoric acid	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL008286	()-Camphoric acid	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008286	()-Camphoric acid	Glutamate receptor 2
MOL008286	()-Camphoric acid	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL008286	()-Camphoric acid	Gamma-aminobutyric-acid receptor subunit alpha-4
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Prostaglandin G/H synthase 1
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Muscarinic acetylcholine receptor M1
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Prostaglandin G/H synthase 2
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Sodium-dependent noradrenaline transporter
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Alpha-2B adrenergic receptor
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Beta-2 adrenergic receptor
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Sodium-dependent serotonin transporter
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Leukotriene A-4 hydrolase
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	Amine oxidase [flavin-containing] B
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	mRNA of PKA Catalytic Subunit C-alpha
MOL008287	(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one	cAMP-dependent protein kinase inhibitor alpha
MOL008288	Coniferyl ferulate	Nitric oxide synthase, inducible
MOL008288	Coniferyl ferulate	Estrogen receptor
MOL008288	Coniferyl ferulate	Prostaglandin G/H synthase 2
MOL008288	Coniferyl ferulate	Heat shock protein HSP 90
MOL008288	Coniferyl ferulate	Calmodulin
MOL008288	Coniferyl ferulate	Sodium channel protein type 5 subunit alpha
MOL008288	Coniferyl ferulate	Coagulation factor Xa
MOL008291	2,4-Xylylaldehyde	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL008292	m-Ethylphenol	Alcohol dehydrogenase 1B
MOL008292	m-Ethylphenol	Alcohol dehydrogenase 1C
MOL008292	m-Ethylphenol	Lysozyme
MOL008292	m-Ethylphenol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL008293	1,5,5,6-tetramethyl-1,3-Cyclohexadiene	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL008293	1,5,5,6-tetramethyl-1,3-Cyclohexadiene	Acetylcholinesterase
MOL008293	1,5,5,6-tetramethyl-1,3-Cyclohexadiene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL008293	1,5,5,6-tetramethyl-1,3-Cyclohexadiene	Cytochrome P450-cam
MOL000974	cuminal	Amine oxidase [flavin-containing] B
MOL000974	cuminal	Amine oxidase [flavin-containing] A
MOL000974	cuminal	Glucocorticoid receptor
