Drug	MolId	MolName	Target
gancao	MOL004912	Glabrone	Cyclin-A2
gancao	MOL004912	Glabrone	Calmodulin
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Estrogen receptor
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Peroxisome proliferator activated receptor gamma
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Estrogen receptor beta
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Mitogen-activated protein kinase 14
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Glycogen synthase kinase-3 beta
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Heat shock protein HSP 90
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Cell division protein kinase 2
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Serine/threonine-protein kinase Chk1
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004913	1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone	Cyclin-A2
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Estrogen receptor
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Androgen receptor
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Peroxisome proliferator activated receptor gamma
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Mitogen-activated protein kinase 14
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Glycogen synthase kinase-3 beta
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Heat shock protein HSP 90
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Cell division protein kinase 2
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	Serine/threonine-protein kinase Chk1
gancao	MOL004914	1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004915	Eurycarpin A	Nitric oxide synthase, inducible
gancao	MOL004915	Eurycarpin A	Thrombin
gancao	MOL004915	Eurycarpin A	Estrogen receptor
gancao	MOL004915	Eurycarpin A	Androgen receptor
gancao	MOL004915	Eurycarpin A	Sodium channel protein type 5 subunit alpha
gancao	MOL004915	Eurycarpin A	Peroxisome proliferator activated receptor gamma
gancao	MOL004915	Eurycarpin A	Coagulation factor Xa
gancao	MOL004915	Eurycarpin A	Prostaglandin G/H synthase 2
gancao	MOL004915	Eurycarpin A	Estrogen receptor beta
gancao	MOL004915	Eurycarpin A	Dipeptidyl peptidase IV
gancao	MOL004915	Eurycarpin A	Mitogen-activated protein kinase 14
gancao	MOL004915	Eurycarpin A	Glycogen synthase kinase-3 beta
gancao	MOL004915	Eurycarpin A	Heat shock protein HSP 90
gancao	MOL004915	Eurycarpin A	Cell division protein kinase 2
gancao	MOL004915	Eurycarpin A	Serine/threonine-protein kinase Chk1
gancao	MOL004915	Eurycarpin A	Trypsin-1
gancao	MOL004915	Eurycarpin A	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004915	Eurycarpin A	Cyclin-A2
gancao	MOL004915	Eurycarpin A	Calmodulin
gancao	MOL004924	(-)-Medicocarpin	Prostaglandin G/H synthase 2
gancao	MOL004924	(-)-Medicocarpin	Acetylcholinesterase
gancao	MOL004935	Sigmoidin-B	Estrogen receptor
gancao	MOL004935	Sigmoidin-B	Coagulation factor Xa
gancao	MOL004935	Sigmoidin-B	Prostaglandin G/H synthase 2
gancao	MOL004935	Sigmoidin-B	Vascular endothelial growth factor receptor 2
gancao	MOL004935	Sigmoidin-B	Heat shock protein HSP 90
gancao	MOL004935	Sigmoidin-B	Calmodulin
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Prostaglandin G/H synthase 1
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Estrogen receptor
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Prostaglandin G/H synthase 2
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Retinoic acid receptor RXR-alpha
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Beta-2 adrenergic receptor
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Heat shock protein HSP 90
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Beta-lactamase
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Amine oxidase [flavin-containing] B
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	cAMP-dependent protein kinase inhibitor alpha
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Calmodulin
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Gamma-aminobutyric acid receptor subunit alpha-1
gancao	MOL004941	(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one	Sodium-dependent serotonin transporter
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Nitric oxide synthase, inducible
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Prostaglandin G/H synthase 1
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Estrogen receptor
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Sodium channel protein type 5 subunit alpha
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Coagulation factor Xa
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Prostaglandin G/H synthase 2
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Alpha-1B adrenergic receptor
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Beta-2 adrenergic receptor
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Estrogen receptor beta
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Heat shock protein HSP 90
gancao	MOL004945	(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one	Calmodulin
gancao	MOL004948	Isoglycyrol	Nitric oxide synthase, inducible
gancao	MOL004948	Isoglycyrol	Estrogen receptor
gancao	MOL004948	Isoglycyrol	Androgen receptor
gancao	MOL004948	Isoglycyrol	Prostaglandin G/H synthase 2
gancao	MOL004948	Isoglycyrol	Dipeptidyl peptidase IV
gancao	MOL004948	Isoglycyrol	Glycogen synthase kinase-3 beta
gancao	MOL004948	Isoglycyrol	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004949	Isolicoflavonol	Nitric oxide synthase, inducible
gancao	MOL004949	Isolicoflavonol	Thrombin
gancao	MOL004949	Isolicoflavonol	Estrogen receptor
gancao	MOL004949	Isolicoflavonol	Androgen receptor
gancao	MOL004949	Isolicoflavonol	Peroxisome proliferator activated receptor gamma
gancao	MOL004949	Isolicoflavonol	Coagulation factor Xa
gancao	MOL004949	Isolicoflavonol	Prostaglandin G/H synthase 2
gancao	MOL004949	Isolicoflavonol	Glycogen synthase kinase-3 beta
gancao	MOL004949	Isolicoflavonol	Heat shock protein HSP 90
gancao	MOL004949	Isolicoflavonol	Cell division protein kinase 2
gancao	MOL004949	Isolicoflavonol	Trypsin-1
gancao	MOL004949	Isolicoflavonol	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004949	Isolicoflavonol	Cyclin-A2
gancao	MOL004949	Isolicoflavonol	Nuclear receptor coactivator 2
gancao	MOL004949	Isolicoflavonol	Calmodulin
gancao	MOL004957	HMO	Nitric oxide synthase, inducible
gancao	MOL004957	HMO	Prostaglandin G/H synthase 1
gancao	MOL004957	HMO	Muscarinic acetylcholine receptor M1
gancao	MOL004957	HMO	Estrogen receptor
gancao	MOL004957	HMO	Androgen receptor
gancao	MOL004957	HMO	Sodium channel protein type 5 subunit alpha
gancao	MOL004957	HMO	Peroxisome proliferator activated receptor gamma
gancao	MOL004957	HMO	Prostaglandin G/H synthase 2
gancao	MOL004957	HMO	Retinoic acid receptor RXR-alpha
gancao	MOL004957	HMO	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
gancao	MOL004957	HMO	Sodium-dependent dopamine transporter
gancao	MOL004957	HMO	Beta-2 adrenergic receptor
gancao	MOL004957	HMO	Sodium-dependent serotonin transporter
gancao	MOL004957	HMO	Estrogen receptor beta
gancao	MOL004957	HMO	Dipeptidyl peptidase IV
gancao	MOL004957	HMO	Mitogen-activated protein kinase 14
gancao	MOL004957	HMO	Glycogen synthase kinase-3 beta
gancao	MOL004957	HMO	Cell division protein kinase 2
gancao	MOL004957	HMO	Amine oxidase [flavin-containing] B
gancao	MOL004957	HMO	Serine/threonine-protein kinase Chk1
gancao	MOL004957	HMO	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004957	HMO	Ig gamma-1 chain C region
gancao	MOL004957	HMO	Trypsin-1
gancao	MOL004957	HMO	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004957	HMO	Cyclin-A2
gancao	MOL004957	HMO	cAMP-dependent protein kinase inhibitor alpha
gancao	MOL004957	HMO	Calmodulin
gancao	MOL004959	1-Methoxyphaseollidin	Nitric oxide synthase, inducible
gancao	MOL004959	1-Methoxyphaseollidin	Prostaglandin G/H synthase 1
gancao	MOL004959	1-Methoxyphaseollidin	Thrombin
gancao	MOL004959	1-Methoxyphaseollidin	Potassium voltage-gated channel subfamily H member 2
gancao	MOL004959	1-Methoxyphaseollidin	Estrogen receptor
gancao	MOL004959	1-Methoxyphaseollidin	Androgen receptor
gancao	MOL004959	1-Methoxyphaseollidin	Sodium channel protein type 5 subunit alpha
gancao	MOL004959	1-Methoxyphaseollidin	Peroxisome proliferator activated receptor gamma
gancao	MOL004959	1-Methoxyphaseollidin	Coagulation factor Xa
gancao	MOL004959	1-Methoxyphaseollidin	Prostaglandin G/H synthase 2
gancao	MOL004959	1-Methoxyphaseollidin	Nitric-oxide synthase, endothelial
gancao	MOL004959	1-Methoxyphaseollidin	Vascular endothelial growth factor receptor 2
gancao	MOL004959	1-Methoxyphaseollidin	Retinoic acid receptor RXR-alpha
gancao	MOL004959	1-Methoxyphaseollidin	Alpha-1B adrenergic receptor
gancao	MOL004959	1-Methoxyphaseollidin	Beta-2 adrenergic receptor
gancao	MOL004959	1-Methoxyphaseollidin	Alpha-1D adrenergic receptor
gancao	MOL004959	1-Methoxyphaseollidin	DNA topoisomerase II
gancao	MOL004959	1-Methoxyphaseollidin	Estrogen receptor beta
gancao	MOL004959	1-Methoxyphaseollidin	Mitogen-activated protein kinase 14
gancao	MOL004959	1-Methoxyphaseollidin	Glycogen synthase kinase-3 beta
gancao	MOL004959	1-Methoxyphaseollidin	Heat shock protein HSP 90
gancao	MOL004959	1-Methoxyphaseollidin	Cell division protein kinase 2
gancao	MOL004959	1-Methoxyphaseollidin	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform
gancao	MOL004959	1-Methoxyphaseollidin	Trypsin-1
gancao	MOL004959	1-Methoxyphaseollidin	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004959	1-Methoxyphaseollidin	Cyclin-A2
gancao	MOL004959	1-Methoxyphaseollidin	Nuclear receptor coactivator 2
gancao	MOL004959	1-Methoxyphaseollidin	Nuclear receptor coactivator 1
gancao	MOL004959	1-Methoxyphaseollidin	Calmodulin
gancao	MOL004961	Quercetin der.	Nitric oxide synthase, inducible
gancao	MOL004961	Quercetin der.	Prostaglandin G/H synthase 1
gancao	MOL004961	Quercetin der.	Estrogen receptor
gancao	MOL004961	Quercetin der.	Androgen receptor
gancao	MOL004961	Quercetin der.	Sodium channel protein type 5 subunit alpha
gancao	MOL004961	Quercetin der.	Peroxisome proliferator activated receptor gamma
gancao	MOL004961	Quercetin der.	Prostaglandin G/H synthase 2
gancao	MOL004961	Quercetin der.	mRNA of Protein-tyrosine phosphatase, non-receptor type 1
gancao	MOL004961	Quercetin der.	Estrogen receptor beta
gancao	MOL004961	Quercetin der.	Dipeptidyl peptidase IV
gancao	MOL004961	Quercetin der.	Mitogen-activated protein kinase 14
gancao	MOL004961	Quercetin der.	Glycogen synthase kinase-3 beta
gancao	MOL004961	Quercetin der.	Heat shock protein HSP 90
gancao	MOL004961	Quercetin der.	Cell division protein kinase 2
gancao	MOL004961	Quercetin der.	Trypsin-1
gancao	MOL004961	Quercetin der.	Nuclear receptor coactivator 2
gancao	MOL004961	Quercetin der.	Calmodulin
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Nitric oxide synthase, inducible
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Prostaglandin G/H synthase 1
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Potassium voltage-gated channel subfamily H member 2
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Estrogen receptor
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Androgen receptor
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Sodium channel protein type 5 subunit alpha
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Peroxisome proliferator activated receptor gamma
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Coagulation factor Xa
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Prostaglandin G/H synthase 2
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Coagulation factor VII
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Vascular endothelial growth factor receptor 2
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Alpha-1B adrenergic receptor
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Beta-2 adrenergic receptor
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	DNA topoisomerase II
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Estrogen receptor beta
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Mitogen-activated protein kinase 14
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Glycogen synthase kinase-3 beta
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Heat shock protein HSP 90
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Cell division protein kinase 2
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Serine/threonine-protein kinase Chk1
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Trypsin-1
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Cyclin-A2
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Nuclear receptor coactivator 2
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Nuclear receptor coactivator 1
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Calcium-activated potassium channel subunit alpha 1
gancao	MOL004966	3'-Hydroxy-4'-O-Methylglabridin	Calmodulin
gancao	MOL000497	licochalcone a	Nitric oxide synthase, inducible
gancao	MOL000497	licochalcone a	Prostaglandin G/H synthase 1
gancao	MOL000497	licochalcone a	Muscarinic acetylcholine receptor M1
gancao	MOL000497	licochalcone a	Estrogen receptor
gancao	MOL000497	licochalcone a	Androgen receptor
gancao	MOL000497	licochalcone a	Sodium channel protein type 5 subunit alpha
gancao	MOL000497	licochalcone a	Peroxisome proliferator activated receptor gamma
gancao	MOL000497	licochalcone a	Coagulation factor Xa
gancao	MOL000497	licochalcone a	Prostaglandin G/H synthase 2
gancao	MOL000497	licochalcone a	Carbonic anhydrase II
gancao	MOL000497	licochalcone a	Alpha-1B adrenergic receptor
gancao	MOL000497	licochalcone a	Sodium-dependent dopamine transporter
gancao	MOL000497	licochalcone a	Estrogen receptor beta
gancao	MOL000497	licochalcone a	Mitogen-activated protein kinase 14
gancao	MOL000497	licochalcone a	Glycogen synthase kinase-3 beta
gancao	MOL000497	licochalcone a	Heat shock protein HSP 90
gancao	MOL000497	licochalcone a	Cell division protein kinase 2
gancao	MOL000497	licochalcone a	Serine/threonine-protein kinase Chk1
gancao	MOL000497	licochalcone a	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL000497	licochalcone a	Cyclin-A2
gancao	MOL000497	licochalcone a	Calmodulin
gancao	MOL000497	licochalcone a	Beta-2 adrenergic receptor
gancao	MOL000497	licochalcone a	Nuclear receptor coactivator 2
gancao	MOL000497	licochalcone a	Transcription factor p65
gancao	MOL000497	licochalcone a	Signal transducer and activator of transcription 3
gancao	MOL000497	licochalcone a	G1/S-specific cyclin-D1
gancao	MOL000497	licochalcone a	Apoptosis regulator Bcl-2
gancao	MOL000497	licochalcone a	Eukaryotic translation initiation factor 6
gancao	MOL000497	licochalcone a	Mitogen-activated protein kinase 1
gancao	MOL000497	licochalcone a	Retinoblastoma-associated protein
gancao	MOL000497	licochalcone a	Cell division protein kinase 4
gancao	MOL000497	licochalcone a	Fos-related antigen 2
gancao	MOL004974	3'-Methoxyglabridin	Nitric oxide synthase, inducible
gancao	MOL004974	3'-Methoxyglabridin	Prostaglandin G/H synthase 1
gancao	MOL004974	3'-Methoxyglabridin	Potassium voltage-gated channel subfamily H member 2
gancao	MOL004974	3'-Methoxyglabridin	Estrogen receptor
gancao	MOL004974	3'-Methoxyglabridin	Androgen receptor
gancao	MOL004974	3'-Methoxyglabridin	Sodium channel protein type 5 subunit alpha
gancao	MOL004974	3'-Methoxyglabridin	Peroxisome proliferator activated receptor gamma
gancao	MOL004974	3'-Methoxyglabridin	Coagulation factor Xa
gancao	MOL004974	3'-Methoxyglabridin	Prostaglandin G/H synthase 2
gancao	MOL004974	3'-Methoxyglabridin	Coagulation factor VII
gancao	MOL004974	3'-Methoxyglabridin	Retinoic acid receptor RXR-alpha
gancao	MOL004974	3'-Methoxyglabridin	Acetylcholinesterase
gancao	MOL004974	3'-Methoxyglabridin	Alpha-1B adrenergic receptor
gancao	MOL004974	3'-Methoxyglabridin	Beta-2 adrenergic receptor
gancao	MOL004974	3'-Methoxyglabridin	DNA topoisomerase II
gancao	MOL004974	3'-Methoxyglabridin	Estrogen receptor beta
gancao	MOL004974	3'-Methoxyglabridin	Mitogen-activated protein kinase 14
gancao	MOL004974	3'-Methoxyglabridin	Glycogen synthase kinase-3 beta
gancao	MOL004974	3'-Methoxyglabridin	Heat shock protein HSP 90
gancao	MOL004974	3'-Methoxyglabridin	Cell division protein kinase 2
gancao	MOL004974	3'-Methoxyglabridin	Serine/threonine-protein kinase Chk1
gancao	MOL004974	3'-Methoxyglabridin	Trypsin-1
gancao	MOL004974	3'-Methoxyglabridin	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004974	3'-Methoxyglabridin	Cyclin-A2
gancao	MOL004974	3'-Methoxyglabridin	Nuclear receptor coactivator 2
gancao	MOL004974	3'-Methoxyglabridin	Nuclear receptor coactivator 1
gancao	MOL004974	3'-Methoxyglabridin	Calcium-activated potassium channel subunit alpha 1
gancao	MOL004974	3'-Methoxyglabridin	Calmodulin
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Nitric oxide synthase, inducible
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Prostaglandin G/H synthase 1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Muscarinic acetylcholine receptor M3
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Potassium voltage-gated channel subfamily H member 2
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Muscarinic acetylcholine receptor M1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Estrogen receptor
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Androgen receptor
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Sodium channel protein type 5 subunit alpha
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Peroxisome proliferator activated receptor gamma
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Coagulation factor Xa
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Prostaglandin G/H synthase 2
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Nitric-oxide synthase, endothelial
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Retinoic acid receptor RXR-alpha
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Acetylcholinesterase
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Alpha-1B adrenergic receptor
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Sodium-dependent dopamine transporter
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Beta-2 adrenergic receptor
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Estrogen receptor beta
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Mitogen-activated protein kinase 14
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Glycogen synthase kinase-3 beta
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Cell division protein kinase 2
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Serine/threonine-protein kinase Chk1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Retinoic acid receptor RXR-beta
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Trypsin-1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Cyclin-A2
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Nuclear receptor coactivator 2
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Nuclear receptor coactivator 1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Calcium-activated potassium channel subunit alpha 1
gancao	MOL004978	2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol	Calmodulin
gancao	MOL004980	Inflacoumarin A	Thrombin
gancao	MOL004980	Inflacoumarin A	Estrogen receptor
gancao	MOL004980	Inflacoumarin A	Androgen receptor
gancao	MOL004980	Inflacoumarin A	Peroxisome proliferator activated receptor gamma
gancao	MOL004980	Inflacoumarin A	Coagulation factor Xa
gancao	MOL004980	Inflacoumarin A	Prostaglandin G/H synthase 2
gancao	MOL004980	Inflacoumarin A	Beta-2 adrenergic receptor
gancao	MOL004980	Inflacoumarin A	Dipeptidyl peptidase IV
gancao	MOL004980	Inflacoumarin A	Heat shock protein HSP 90
gancao	MOL004980	Inflacoumarin A	Trypsin-1
gancao	MOL004980	Inflacoumarin A	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004980	Inflacoumarin A	Nuclear receptor coactivator 2
gancao	MOL004980	Inflacoumarin A	Calmodulin
gancao	MOL004980	Inflacoumarin A	Prostaglandin G/H synthase 1
gancao	MOL004980	Inflacoumarin A	Sodium channel protein type 5 subunit alpha
gancao	MOL004985	icos-5-enoic acid	Nuclear receptor coactivator 2
gancao	MOL004988	Kanzonol F	Estrogen receptor
gancao	MOL004988	Kanzonol F	Androgen receptor
gancao	MOL004988	Kanzonol F	Coagulation factor Xa
