Drug	MolId	MolName	Target
gancao	MOL004988	Kanzonol F	Prostaglandin G/H synthase 2
gancao	MOL004988	Kanzonol F	Estrogen receptor beta
gancao	MOL004988	Kanzonol F	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004988	Kanzonol F	Nuclear receptor coactivator 2
gancao	MOL004988	Kanzonol F	Calmodulin
gancao	MOL004989	6-prenylated eriodictyol	Nitric oxide synthase, inducible
gancao	MOL004989	6-prenylated eriodictyol	Estrogen receptor
gancao	MOL004989	6-prenylated eriodictyol	Sodium channel protein type 5 subunit alpha
gancao	MOL004989	6-prenylated eriodictyol	Coagulation factor Xa
gancao	MOL004989	6-prenylated eriodictyol	Prostaglandin G/H synthase 2
gancao	MOL004989	6-prenylated eriodictyol	Coagulation factor VII
gancao	MOL004989	6-prenylated eriodictyol	Heat shock protein HSP 90
gancao	MOL004989	6-prenylated eriodictyol	Calmodulin
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Nitric oxide synthase, inducible
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Prostaglandin G/H synthase 1
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Estrogen receptor
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Androgen receptor
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Peroxisome proliferator activated receptor gamma
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Prostaglandin G/H synthase 2
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Estrogen receptor beta
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Dipeptidyl peptidase IV
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Mitogen-activated protein kinase 14
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Glycogen synthase kinase-3 beta
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Heat shock protein HSP 90
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Cell division protein kinase 2
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Serine/threonine-protein kinase Chk1
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL004990	7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Nitric oxide synthase, inducible
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Prostaglandin G/H synthase 1
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Thrombin
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Estrogen receptor
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Androgen receptor
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Sodium channel protein type 5 subunit alpha
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Peroxisome proliferator activated receptor gamma
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Prostaglandin G/H synthase 2
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Nitric-oxide synthase, endothelial
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Retinoic acid receptor RXR-alpha
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Acetylcholinesterase
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Alpha-1B adrenergic receptor
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Beta-2 adrenergic receptor
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Alpha-1D adrenergic receptor
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Gamma-aminobutyric acid receptor subunit alpha-1
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Dipeptidyl peptidase IV
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Mitogen-activated protein kinase 14
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Glycogen synthase kinase-3 beta
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Heat shock protein HSP 90
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Cell division protein kinase 2
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Serine/threonine-protein kinase Chk1
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Trypsin-1
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Nuclear receptor coactivator 2
gancao	MOL004991	7-Acetoxy-2-methylisoflavone	Calmodulin
gancao	MOL004993	8-prenylated eriodictyol	Estrogen receptor
gancao	MOL004993	8-prenylated eriodictyol	Sodium channel protein type 5 subunit alpha
gancao	MOL004993	8-prenylated eriodictyol	Coagulation factor Xa
gancao	MOL004993	8-prenylated eriodictyol	Prostaglandin G/H synthase 2
gancao	MOL004993	8-prenylated eriodictyol	Coagulation factor VII
gancao	MOL004993	8-prenylated eriodictyol	Heat shock protein HSP 90
gancao	MOL004993	8-prenylated eriodictyol	Nuclear receptor coactivator 1
gancao	MOL004993	8-prenylated eriodictyol	Calmodulin
gancao	MOL004996	gadelaidic acid	Nuclear receptor coactivator 2
gancao	MOL000500	Vestitol	Nitric oxide synthase, inducible
gancao	MOL000500	Vestitol	Prostaglandin G/H synthase 1
gancao	MOL000500	Vestitol	Muscarinic acetylcholine receptor M1
gancao	MOL000500	Vestitol	Estrogen receptor
gancao	MOL000500	Vestitol	Androgen receptor
gancao	MOL000500	Vestitol	Sodium channel protein type 5 subunit alpha
gancao	MOL000500	Vestitol	Peroxisome proliferator activated receptor gamma
gancao	MOL000500	Vestitol	Prostaglandin G/H synthase 2
gancao	MOL000500	Vestitol	Muscarinic acetylcholine receptor M4
gancao	MOL000500	Vestitol	Retinoic acid receptor RXR-alpha
gancao	MOL000500	Vestitol	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
gancao	MOL000500	Vestitol	5-hydroxytryptamine 2A receptor
gancao	MOL000500	Vestitol	Alpha-1A adrenergic receptor
gancao	MOL000500	Vestitol	Alpha-1B adrenergic receptor
gancao	MOL000500	Vestitol	Sodium-dependent dopamine transporter
gancao	MOL000500	Vestitol	Beta-2 adrenergic receptor
gancao	MOL000500	Vestitol	Sodium-dependent serotonin transporter
gancao	MOL000500	Vestitol	Estrogen receptor beta
gancao	MOL000500	Vestitol	Dipeptidyl peptidase IV
gancao	MOL000500	Vestitol	Mitogen-activated protein kinase 14
gancao	MOL000500	Vestitol	Glycogen synthase kinase-3 beta
gancao	MOL000500	Vestitol	Heat shock protein HSP 90
gancao	MOL000500	Vestitol	Cell division protein kinase 2
gancao	MOL000500	Vestitol	Serine/threonine-protein kinase Chk1
gancao	MOL000500	Vestitol	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL000500	Vestitol	Trypsin-1
gancao	MOL000500	Vestitol	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL000500	Vestitol	Cyclin-A2
gancao	MOL000500	Vestitol	cAMP-dependent protein kinase inhibitor alpha
gancao	MOL000500	Vestitol	Calmodulin
gancao	MOL005000	Gancaonin G	Nitric oxide synthase, inducible
gancao	MOL005000	Gancaonin G	Thrombin
gancao	MOL005000	Gancaonin G	Estrogen receptor
gancao	MOL005000	Gancaonin G	Androgen receptor
gancao	MOL005000	Gancaonin G	Peroxisome proliferator activated receptor gamma
gancao	MOL005000	Gancaonin G	Coagulation factor Xa
gancao	MOL005000	Gancaonin G	Prostaglandin G/H synthase 2
gancao	MOL005000	Gancaonin G	Nitric-oxide synthase, endothelial
gancao	MOL005000	Gancaonin G	DNA topoisomerase II
gancao	MOL005000	Gancaonin G	Estrogen receptor beta
gancao	MOL005000	Gancaonin G	Dipeptidyl peptidase IV
gancao	MOL005000	Gancaonin G	Mitogen-activated protein kinase 14
gancao	MOL005000	Gancaonin G	Glycogen synthase kinase-3 beta
gancao	MOL005000	Gancaonin G	Heat shock protein HSP 90
gancao	MOL005000	Gancaonin G	Serine/threonine-protein kinase Chk1
gancao	MOL005000	Gancaonin G	Trypsin-1
gancao	MOL005000	Gancaonin G	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005000	Gancaonin G	Cyclin-A2
gancao	MOL005000	Gancaonin G	Nuclear receptor coactivator 2
gancao	MOL005000	Gancaonin G	Calmodulin
gancao	MOL005001	Gancaonin H	Estrogen receptor
gancao	MOL005001	Gancaonin H	Androgen receptor
gancao	MOL005001	Gancaonin H	Coagulation factor Xa
gancao	MOL005001	Gancaonin H	Prostaglandin G/H synthase 2
gancao	MOL005001	Gancaonin H	Vascular endothelial growth factor receptor 2
gancao	MOL005001	Gancaonin H	DNA topoisomerase II
gancao	MOL005001	Gancaonin H	Heat shock protein HSP 90
gancao	MOL005001	Gancaonin H	Trypsin-1
gancao	MOL005001	Gancaonin H	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005001	Gancaonin H	Cyclin-A2
gancao	MOL005001	Gancaonin H	Nuclear receptor coactivator 2
gancao	MOL005001	Gancaonin H	Calmodulin
gancao	MOL005003	Licoagrocarpin	Nitric oxide synthase, inducible
gancao	MOL005003	Licoagrocarpin	Prostaglandin G/H synthase 1
gancao	MOL005003	Licoagrocarpin	Muscarinic acetylcholine receptor M3
gancao	MOL005003	Licoagrocarpin	Thrombin
gancao	MOL005003	Licoagrocarpin	Potassium voltage-gated channel subfamily H member 2
gancao	MOL005003	Licoagrocarpin	Muscarinic acetylcholine receptor M1
gancao	MOL005003	Licoagrocarpin	Estrogen receptor
gancao	MOL005003	Licoagrocarpin	Androgen receptor
gancao	MOL005003	Licoagrocarpin	Sodium channel protein type 5 subunit alpha
gancao	MOL005003	Licoagrocarpin	Peroxisome proliferator activated receptor gamma
gancao	MOL005003	Licoagrocarpin	Coagulation factor Xa
gancao	MOL005003	Licoagrocarpin	Muscarinic acetylcholine receptor M5
gancao	MOL005003	Licoagrocarpin	Prostaglandin G/H synthase 2
gancao	MOL005003	Licoagrocarpin	Nitric-oxide synthase, endothelial
gancao	MOL005003	Licoagrocarpin	Retinoic acid receptor RXR-alpha
gancao	MOL005003	Licoagrocarpin	Acetylcholinesterase
gancao	MOL005003	Licoagrocarpin	Alpha-1B adrenergic receptor
gancao	MOL005003	Licoagrocarpin	Beta-2 adrenergic receptor
gancao	MOL005003	Licoagrocarpin	Estrogen receptor beta
gancao	MOL005003	Licoagrocarpin	Mitogen-activated protein kinase 14
gancao	MOL005003	Licoagrocarpin	Glycogen synthase kinase-3 beta
gancao	MOL005003	Licoagrocarpin	Heat shock protein HSP 90
gancao	MOL005003	Licoagrocarpin	Cell division protein kinase 2
gancao	MOL005003	Licoagrocarpin	Retinoic acid receptor RXR-beta
gancao	MOL005003	Licoagrocarpin	Trypsin-1
gancao	MOL005003	Licoagrocarpin	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005003	Licoagrocarpin	Cyclin-A2
gancao	MOL005003	Licoagrocarpin	Nuclear receptor coactivator 2
gancao	MOL005003	Licoagrocarpin	Calmodulin
gancao	MOL005007	Glyasperins M	Nitric oxide synthase, inducible
gancao	MOL005007	Glyasperins M	Prostaglandin G/H synthase 1
gancao	MOL005007	Glyasperins M	Potassium voltage-gated channel subfamily H member 2
gancao	MOL005007	Glyasperins M	Estrogen receptor
gancao	MOL005007	Glyasperins M	Androgen receptor
gancao	MOL005007	Glyasperins M	Sodium channel protein type 5 subunit alpha
gancao	MOL005007	Glyasperins M	Peroxisome proliferator activated receptor gamma
gancao	MOL005007	Glyasperins M	Coagulation factor Xa
gancao	MOL005007	Glyasperins M	Prostaglandin G/H synthase 2
gancao	MOL005007	Glyasperins M	Coagulation factor VII
gancao	MOL005007	Glyasperins M	Vascular endothelial growth factor receptor 2
gancao	MOL005007	Glyasperins M	Acetylcholinesterase
gancao	MOL005007	Glyasperins M	DNA topoisomerase II
gancao	MOL005007	Glyasperins M	Estrogen receptor beta
gancao	MOL005007	Glyasperins M	Peroxisome proliferator activated receptor delta
gancao	MOL005007	Glyasperins M	Glycogen synthase kinase-3 beta
gancao	MOL005007	Glyasperins M	Heat shock protein HSP 90
gancao	MOL005007	Glyasperins M	Cell division protein kinase 2
gancao	MOL005007	Glyasperins M	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL005007	Glyasperins M	Trypsin-1
gancao	MOL005007	Glyasperins M	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005007	Glyasperins M	Cyclin-A2
gancao	MOL005007	Glyasperins M	Nuclear receptor coactivator 2
gancao	MOL005007	Glyasperins M	Nuclear receptor coactivator 1
gancao	MOL005007	Glyasperins M	Calcium-activated potassium channel subunit alpha 1
gancao	MOL005007	Glyasperins M	Calmodulin
gancao	MOL005008	Glycyrrhiza flavonol A	Nitric oxide synthase, inducible
gancao	MOL005008	Glycyrrhiza flavonol A	Estrogen receptor
gancao	MOL005008	Glycyrrhiza flavonol A	Androgen receptor
gancao	MOL005008	Glycyrrhiza flavonol A	Coagulation factor Xa
gancao	MOL005008	Glycyrrhiza flavonol A	Prostaglandin G/H synthase 2
gancao	MOL005008	Glycyrrhiza flavonol A	Coagulation factor VII
gancao	MOL005008	Glycyrrhiza flavonol A	Acetylcholinesterase
gancao	MOL005008	Glycyrrhiza flavonol A	DNA topoisomerase II
gancao	MOL005008	Glycyrrhiza flavonol A	Estrogen receptor beta
gancao	MOL005008	Glycyrrhiza flavonol A	Dipeptidyl peptidase IV
gancao	MOL005008	Glycyrrhiza flavonol A	Glycogen synthase kinase-3 beta
gancao	MOL005008	Glycyrrhiza flavonol A	Heat shock protein HSP 90
gancao	MOL005008	Glycyrrhiza flavonol A	Cell division protein kinase 2
gancao	MOL005008	Glycyrrhiza flavonol A	Trypsin-1
gancao	MOL005008	Glycyrrhiza flavonol A	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005008	Glycyrrhiza flavonol A	Cyclin-A2
gancao	MOL005008	Glycyrrhiza flavonol A	Calmodulin
gancao	MOL005012	Licoagroisoflavone	Nitric oxide synthase, inducible
gancao	MOL005012	Licoagroisoflavone	Thrombin
gancao	MOL005012	Licoagroisoflavone	Estrogen receptor
gancao	MOL005012	Licoagroisoflavone	Androgen receptor
gancao	MOL005012	Licoagroisoflavone	Sodium channel protein type 5 subunit alpha
gancao	MOL005012	Licoagroisoflavone	Peroxisome proliferator activated receptor gamma
gancao	MOL005012	Licoagroisoflavone	Coagulation factor Xa
gancao	MOL005012	Licoagroisoflavone	Prostaglandin G/H synthase 2
gancao	MOL005012	Licoagroisoflavone	Estrogen receptor beta
gancao	MOL005012	Licoagroisoflavone	Dipeptidyl peptidase IV
gancao	MOL005012	Licoagroisoflavone	Mitogen-activated protein kinase 14
gancao	MOL005012	Licoagroisoflavone	Glycogen synthase kinase-3 beta
gancao	MOL005012	Licoagroisoflavone	Cell division protein kinase 2
gancao	MOL005012	Licoagroisoflavone	Serine/threonine-protein kinase Chk1
gancao	MOL005012	Licoagroisoflavone	Trypsin-1
gancao	MOL005012	Licoagroisoflavone	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005012	Licoagroisoflavone	Cyclin-A2
gancao	MOL005012	Licoagroisoflavone	Calmodulin
gancao	MOL005016	Odoratin	Nitric oxide synthase, inducible
gancao	MOL005016	Odoratin	Prostaglandin G/H synthase 1
gancao	MOL005016	Odoratin	Estrogen receptor
gancao	MOL005016	Odoratin	Androgen receptor
gancao	MOL005016	Odoratin	Sodium channel protein type 5 subunit alpha
gancao	MOL005016	Odoratin	Peroxisome proliferator activated receptor gamma
gancao	MOL005016	Odoratin	Prostaglandin G/H synthase 2
gancao	MOL005016	Odoratin	Retinoic acid receptor RXR-alpha
gancao	MOL005016	Odoratin	Estrogen receptor beta
gancao	MOL005016	Odoratin	Dipeptidyl peptidase IV
gancao	MOL005016	Odoratin	Mitogen-activated protein kinase 14
gancao	MOL005016	Odoratin	Glycogen synthase kinase-3 beta
gancao	MOL005016	Odoratin	Heat shock protein HSP 90
gancao	MOL005016	Odoratin	Cell division protein kinase 2
gancao	MOL005016	Odoratin	Serine/threonine-protein kinase Chk1
gancao	MOL005016	Odoratin	Trypsin-1
gancao	MOL005016	Odoratin	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005016	Odoratin	Cyclin-A2
gancao	MOL005016	Odoratin	Nuclear receptor coactivator 2
gancao	MOL005016	Odoratin	Calmodulin
gancao	MOL005017	Phaseol	Thrombin
gancao	MOL005017	Phaseol	Estrogen receptor
gancao	MOL005017	Phaseol	Androgen receptor
gancao	MOL005017	Phaseol	Peroxisome proliferator activated receptor gamma
gancao	MOL005017	Phaseol	Prostaglandin G/H synthase 2
gancao	MOL005017	Phaseol	Vascular endothelial growth factor receptor 2
gancao	MOL005017	Phaseol	Mitogen-activated protein kinase 14
gancao	MOL005017	Phaseol	Glycogen synthase kinase-3 beta
gancao	MOL005017	Phaseol	Heat shock protein HSP 90
gancao	MOL005017	Phaseol	Cell division protein kinase 2
gancao	MOL005017	Phaseol	Serine/threonine-protein kinase Chk1
gancao	MOL005017	Phaseol	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL005017	Phaseol	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005017	Phaseol	Cyclin-A2
gancao	MOL005018	Xambioona	Nitric oxide synthase, inducible
gancao	MOL005018	Xambioona	Estrogen receptor
gancao	MOL005018	Xambioona	Coagulation factor Xa
gancao	MOL005018	Xambioona	Prostaglandin G/H synthase 2
gancao	MOL005018	Xambioona	Estrogen receptor beta
gancao	MOL005018	Xambioona	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005018	Xambioona	Nuclear receptor coactivator 2
gancao	MOL005018	Xambioona	Calmodulin
gancao	MOL005020	dehydroglyasperins C	Nitric oxide synthase, inducible
gancao	MOL005020	dehydroglyasperins C	Estrogen receptor
gancao	MOL005020	dehydroglyasperins C	Androgen receptor
gancao	MOL005020	dehydroglyasperins C	Sodium channel protein type 5 subunit alpha
gancao	MOL005020	dehydroglyasperins C	Peroxisome proliferator activated receptor gamma
gancao	MOL005020	dehydroglyasperins C	Coagulation factor Xa
gancao	MOL005020	dehydroglyasperins C	Prostaglandin G/H synthase 2
gancao	MOL005020	dehydroglyasperins C	Beta-2 adrenergic receptor
gancao	MOL005020	dehydroglyasperins C	Estrogen receptor beta
gancao	MOL005020	dehydroglyasperins C	Mitogen-activated protein kinase 14
gancao	MOL005020	dehydroglyasperins C	Heat shock protein HSP 90
gancao	MOL005020	dehydroglyasperins C	Cell division protein kinase 2
gancao	MOL005020	dehydroglyasperins C	Serine/threonine-protein kinase Chk1
gancao	MOL005020	dehydroglyasperins C	Trypsin-1
gancao	MOL005020	dehydroglyasperins C	Proto-oncogene serine/threonine-protein kinase Pim-1
gancao	MOL005020	dehydroglyasperins C	Cyclin-A2
gancao	MOL005020	dehydroglyasperins C	Nuclear receptor coactivator 2
gancao	MOL005020	dehydroglyasperins C	Calmodulin
gancao	MOL000098	quercetin	Prostaglandin G/H synthase 1
gancao	MOL000098	quercetin	Androgen receptor
gancao	MOL000098	quercetin	Peroxisome proliferator activated receptor gamma
gancao	MOL000098	quercetin	Prostaglandin G/H synthase 2
gancao	MOL000098	quercetin	Heat shock protein HSP 90
gancao	MOL000098	quercetin	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform
gancao	MOL000098	quercetin	Nuclear receptor coactivator 2
gancao	MOL000098	quercetin	Dipeptidyl peptidase IV
gancao	MOL000098	quercetin	Aldose reductase
gancao	MOL000098	quercetin	Trypsin-1
gancao	MOL000098	quercetin	DNA topoisomerase II
gancao	MOL000098	quercetin	Thrombin
gancao	MOL000098	quercetin	Potassium voltage-gated channel subfamily H member 2
gancao	MOL000098	quercetin	Sodium channel protein type 5 subunit alpha
gancao	MOL000098	quercetin	Coagulation factor Xa
gancao	MOL000098	quercetin	Beta-2 adrenergic receptor
gancao	MOL000098	quercetin	Stromelysin-1
gancao	MOL000098	quercetin	mRNA of PKA Catalytic Subunit C-alpha
gancao	MOL000098	quercetin	Coagulation factor VII
gancao	MOL000098	quercetin	Nitric-oxide synthase, endothelial
gancao	MOL000098	quercetin	Retinoic acid receptor RXR-alpha
gancao	MOL000098	quercetin	Acetylcholinesterase
gancao	MOL000098	quercetin	Gamma-aminobutyric acid receptor subunit alpha-1
gancao	MOL000098	quercetin	Amine oxidase [flavin-containing] B
gancao	MOL000098	quercetin	Transcription factor p65
gancao	MOL000098	quercetin	Epidermal growth factor receptor
gancao	MOL000098	quercetin	RAC-alpha serine/threonine-protein kinase
gancao	MOL000098	quercetin	Vascular endothelial growth factor A
gancao	MOL000098	quercetin	G1/S-specific cyclin-D1
gancao	MOL000098	quercetin	Apoptosis regulator Bcl-2
gancao	MOL000098	quercetin	Bcl-2-like protein 1
gancao	MOL000098	quercetin	Proto-oncogene c-Fos
gancao	MOL000098	quercetin	Cyclin-dependent kinase inhibitor 1
gancao	MOL000098	quercetin	Eukaryotic translation initiation factor 6
gancao	MOL000098	quercetin	Apoptosis regulator BAX
gancao	MOL000098	quercetin	Caspase-9
gancao	MOL000098	quercetin	Urokinase-type plasminogen activator
gancao	MOL000098	quercetin	72 kDa type IV collagenase
gancao	MOL000098	quercetin	Matrix metalloproteinase-9
gancao	MOL000098	quercetin	Mitogen-activated protein kinase 1
gancao	MOL000098	quercetin	Interleukin-10
gancao	MOL000098	quercetin	Pro-epidermal growth factor
gancao	MOL000098	quercetin	Retinoblastoma-associated protein
gancao	MOL000098	quercetin	Tumor necrosis factor
gancao	MOL000098	quercetin	Transcription factor AP-1
gancao	MOL000098	quercetin	Interleukin-6
gancao	MOL000098	quercetin	Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3
gancao	MOL000098	quercetin	Activator of 90 kDa heat shock protein ATPase homolog 1
gancao	MOL000098	quercetin	Caspase-3
gancao	MOL000098	quercetin	Cellular tumor antigen p53
gancao	MOL000098	quercetin	ETS domain-containing protein Elk-1
gancao	MOL000098	quercetin	NF-kappa-B inhibitor alpha
gancao	MOL000098	quercetin	NADPH--cytochrome P450 reductase
gancao	MOL000098	quercetin	Ornithine decarboxylase
gancao	MOL000098	quercetin	Xanthine dehydrogenase/oxidase
gancao	MOL000098	quercetin	Caspase-8
gancao	MOL000098	quercetin	DNA topoisomerase 1
gancao	MOL000098	quercetin	RAF proto-oncogene serine/threonine-protein kinase
gancao	MOL000098	quercetin	Superoxide dismutase [Cu-Zn]
gancao	MOL000098	quercetin	Protein kinase C alpha type
gancao	MOL000098	quercetin	Interstitial collagenase
gancao	MOL000098	quercetin	Hypoxia-inducible factor 1-alpha
gancao	MOL000098	quercetin	Signal transducer and activator of transcription 1-alpha/beta
gancao	MOL000098	quercetin	Protein CBFA2T1
gancao	MOL000098	quercetin	Probable E3 ubiquitin-protein ligase HERC5
gancao	MOL000098	quercetin	Cell division control protein 2 homolog
gancao	MOL000098	quercetin	78 kDa glucose-regulated protein
gancao	MOL000098	quercetin	Receptor tyrosine-protein kinase erbB-2
gancao	MOL000098	quercetin	Peroxisome proliferator-activated receptor gamma
gancao	MOL000098	quercetin	Acetyl-CoA carboxylase 1
gancao	MOL000098	quercetin	Heme oxygenase 1
gancao	MOL000098	quercetin	Cytochrome P450 3A4
gancao	MOL000098	quercetin	Cytochrome P450 1A2
gancao	MOL000098	quercetin	Caveolin-1
gancao	MOL000098	quercetin	Myc proto-oncogene protein
gancao	MOL000098	quercetin	Tissue factor
gancao	MOL000098	quercetin	Gap junction alpha-1 protein
gancao	MOL000098	quercetin	Cytochrome P450 1A1
gancao	MOL000098	quercetin	Intercellular adhesion molecule 1
gancao	MOL000098	quercetin	Interleukin-1 beta
gancao	MOL000098	quercetin	C-C motif chemokine 2
gancao	MOL000098	quercetin	E-selectin
gancao	MOL000098	quercetin	Vascular cell adhesion protein 1
gancao	MOL000098	quercetin	Prostaglandin E2 receptor EP3 subtype
gancao	MOL000098	quercetin	Interleukin-8
gancao	MOL000098	quercetin	Protein kinase C beta type
gancao	MOL000098	quercetin	Baculoviral IAP repeat-containing protein 5
gancao	MOL000098	quercetin	Dual oxidase 2
gancao	MOL000098	quercetin	Nitric oxide synthase, endothelial
gancao	MOL000098	quercetin	Heat shock protein beta-1
gancao	MOL000098	quercetin	Transforming growth factor beta-1
gancao	MOL000098	quercetin	Estrogen sulfotransferase
gancao	MOL000098	quercetin	Maltase-glucoamylase, intestinal
gancao	MOL000098	quercetin	Interleukin-2
gancao	MOL000098	quercetin	Nuclear receptor subfamily 1 group I member 2
gancao	MOL000098	quercetin	Cytochrome P450 1B1
gancao	MOL000098	quercetin	G2/mitotic-specific cyclin-B1
gancao	MOL000098	quercetin	Tissue-type plasminogen activator
gancao	MOL000098	quercetin	Thrombomodulin
gancao	MOL000098	quercetin	Plasminogen activator inhibitor 1
gancao	MOL000098	quercetin	Collagen alpha-1(I) chain
gancao	MOL000098	quercetin	Interferon gamma
gancao	MOL000098	quercetin	Arachidonate 5-lipoxygenase
gancao	MOL000098	quercetin	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN
gancao	MOL000098	quercetin	Interleukin-1 alpha
gancao	MOL000098	quercetin	Myeloperoxidase
gancao	MOL000098	quercetin	DNA topoisomerase 2-alpha
gancao	MOL000098	quercetin	Neutrophil cytosol factor 1
gancao	MOL000098	quercetin	ATP-binding cassette sub-family G member 2
gancao	MOL000098	quercetin	Hyaluronan synthase 2
gancao	MOL000098	quercetin	Glutathione S-transferase P
gancao	MOL000098	quercetin	Nuclear factor erythroid 2-related factor 2
gancao	MOL000098	quercetin	NAD(P)H dehydrogenase [quinone] 1
gancao	MOL000098	quercetin	Poly [ADP-ribose] polymerase 1
gancao	MOL000098	quercetin	Aryl hydrocarbon receptor
gancao	MOL000098	quercetin	26S proteasome non-ATPase regulatory subunit 3
gancao	MOL000098	quercetin	Solute carrier family 2, facilitated glucose transporter member 4
gancao	MOL000098	quercetin	Collagen alpha-1(III) chain
gancao	MOL000098	quercetin	DNA gyrase subunit B
gancao	MOL000098	quercetin	C-X-C motif chemokine 11
gancao	MOL000098	quercetin	C-X-C motif chemokine 2
gancao	MOL000098	quercetin	DDB1- and CUL4-associated factor 5
gancao	MOL000098	quercetin	Nuclear receptor subfamily 1 group I member 3
gancao	MOL000098	quercetin	Serine/threonine-protein kinase Chk2
gancao	MOL000098	quercetin	Insulin receptor
gancao	MOL000098	quercetin	Claudin-4
gancao	MOL000098	quercetin	Peroxisome proliferator-activated receptor alpha
gancao	MOL000098	quercetin	Peroxisome proliferator-activated receptor delta
gancao	MOL000098	quercetin	Heat shock factor protein 1
gancao	MOL000098	quercetin	C-reactive protein
gancao	MOL000098	quercetin	C-X-C motif chemokine 10
gancao	MOL000098	quercetin	Inhibitor of nuclear factor kappa-B kinase subunit alpha
gancao	MOL000098	quercetin	Osteopontin
gancao	MOL000098	quercetin	Runt-related transcription factor 2
gancao	MOL000098	quercetin	Ras association domain-containing protein 1
gancao	MOL000098	quercetin	Transcription factor E2F1
gancao	MOL000098	quercetin	Transcription factor E2F2
gancao	MOL000098	quercetin	Prostatic acid phosphatase
gancao	MOL000098	quercetin	Cathepsin D
gancao	MOL000098	quercetin	Insulin-like growth factor-binding protein 3
gancao	MOL000098	quercetin	Insulin-like growth factor II
gancao	MOL000098	quercetin	CD40 ligand
gancao	MOL000098	quercetin	Interferon regulatory factor 1
gancao	MOL000098	quercetin	Receptor tyrosine-protein kinase erbB-3
