category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Cellular Processes	Cellular community - eukaryotes	hsa04520	Adherens junction	6/144	93/9423	0.0645161290322581	4.22177419354839	3.88953746903283	0.00294046949648803	0.00509297004293678	0.00157796092690792	INSR/MAPK3/MAPK1/EGFR/CTNNB1/MET	6
Organismal Systems	Immune system	hsa04613	Neutrophil extracellular trap formation	9/144	195/9423	0.0461538461538462	3.02019230769231	3.55106346803437	0.00297757841313513	0.0051237550615637	0.00158749908560861	PRKCA/MAPK14/RELA/NCF1/AKT1/MAPK3/MAPK1/PRKCB/MPO	9
Environmental Information Processing	Signaling molecules and interaction	hsa04519	Cadherin signaling	14/144	404/9423	0.0346534653465347	2.26763613861386	3.24420515150539	0.0034681966015864	0.00592949741561546	0.00183714319133269	KDR/MAPK14/GSK3B/RELA/IKBKB/MAPK8/MAPK3/MAPK1/EGFR/NFKBIA/GJA1/CHUK/CTNNB1/MET	14
Metabolism	Amino acid metabolism	hsa00380	Tryptophan metabolism	4/144	42/9423	0.0952380952380952	6.23214285714286	4.23332761116422	0.00373116523967657	0.0063381973622711	0.00196377117877714	CYP1A2/CYP1A1/CYP1B1/CAT	4
Organismal Systems	Immune system	hsa04666	Fc gamma R-mediated phagosome formation	6/144	98/9423	0.0612244897959184	4.00637755102041	3.72678506231591	0.00381640331015021	0.00644169985471213	0.00199583947832193	PRKCA/NCF1/AKT1/MAPK3/MAPK1/PRKCB	6
Human Diseases	Neurodegenerative disease	hsa05014	Amyotrophic lateral sclerosis	13/144	369/9423	0.035230352303523	2.30538617886179	3.18664846405228	0.00419820869266228	0.00702686410807667	0.00217714161044679	BCL2/BAX/CASP9/CASP3/NOS2/MAPK14/TNF/BAD/SOD1/CAT/BCL2L1/TP53/HSPA5	13
Organismal Systems	Immune system	hsa04640	Hematopoietic cell lineage	6/144	100/9423	0.06	3.92625	3.66467776563853	0.004216118464846	0.00702686410807667	0.00217714161044679	IL4/TNF/IL6/IL1B/IL2RA/IL1A	6
Human Diseases	Endocrine and metabolic disease	hsa04940	Type I diabetes mellitus	4/144	44/9423	0.0909090909090909	5.94886363636364	4.09879092656612	0.00442006558033473	0.0072870158394122	0.00225774472879504	TNF/IL1B/IFNG/IL1A	4
Organismal Systems	Endocrine system	hsa04916	Melanogenesis	6/144	101/9423	0.0594059405940594	3.88737623762376	3.63422426913492	0.00442720584960514	0.0072870158394122	0.00225774472879504	PRKCA/GSK3B/MAPK3/MAPK1/PRKCB/CTNNB1	6
Metabolism	Xenobiotics biodegradation and metabolism	hsa00982	Drug metabolism - cytochrome P450	5/144	73/9423	0.0684931506849315	4.48202054794521	3.72039594962918	0.00507709000970714	0.00830511637390365	0.00257318402051434	CYP3A4/CYP1A2/GSTP1/GSTM1/GSTM2	5
Cellular Processes	Transport and catabolism	hsa04137	Mitophagy - animal	6/144	105/9423	0.0571428571428571	3.73928571428571	3.51619407451618	0.00535027351033113	0.00869829742477147	0.00269500377013774	RELA/MAPK8/BCL2L1/TP53/HIF1A/E2F1	6
Environmental Information Processing	Signal transduction	hsa04020	Calcium signaling pathway	10/144	254/9423	0.0393700787401575	2.57627952755906	3.1724246493566	0.00551072486678532	0.0089045249371836	0.00275889948401319	ADRB2/PRKCA/NOS2/KDR/EGFR/EGF/PTGER3/PRKCB/NOS3/MET	10
Organismal Systems	Immune system	hsa04672	Intestinal immune network for IgA production	4/144	50/9423	0.08	5.235	3.74025590239611	0.00698879662480189	0.0112244309428636	0.0034776787032507	IL4/IL10/IL6/CD40LG	4
Organismal Systems	Nervous system	hsa04723	Retrograde endocannabinoid signaling	7/144	149/9423	0.0469798657718121	3.07424496644295	3.17922922427727	0.00778419903059612	0.0124265827898071	0.00385014283060556	PTGS2/PRKCA/MAPK14/MAPK8/MAPK3/MAPK1/PRKCB	7
Organismal Systems	Digestive system	hsa04979	Cholesterol metabolism	4/144	52/9423	0.0769230769230769	5.03365384615385	3.63336925870869	0.00802536046766346	0.0127348534367115	0.00394565468942799	LDLR/APOB/SOAT2/SOAT1	4
Human Diseases	Neurodegenerative disease	hsa05012	Parkinson disease	10/144	269/9423	0.0371747211895911	2.43262081784387	2.9696423792569	0.00814710493055383	0.0128510881345046	0.003981667823203	BAX/CASP9/CASP3/MAPK8/SOD1/BCL2L1/TP53/HSPA5/NFE2L2/DRD2	10
Organismal Systems	Circulatory system	hsa04261	Adrenergic signaling in cardiomyocytes	7/144	154/9423	0.0454545454545455	2.97443181818182	3.07743060900619	0.00925553206952387	0.014513112416709	0.00449661477061889	ADRB2/BCL2/PRKCA/MAPK14/AKT1/MAPK3/MAPK1	7
Organismal Systems	Nervous system	hsa04730	Long-term depression	4/144	60/9423	0.0666666666666667	4.3625	3.25486226319644	0.0131657128161685	0.0205230229193214	0.00635867244372223	PRKCA/MAPK3/MAPK1/PRKCB	4
Environmental Information Processing	Signal transduction	hsa04022	cGMP-PKG signaling pathway	7/144	166/9423	0.0421686746987952	2.75941265060241	2.84897626500694	0.0136067189595793	0.0210864358145528	0.0065332353268525	ADRB2/AKT1/INSR/MAPK3/MAPK1/BAD/NOS3	7
Organismal Systems	Aging	hsa04213	Longevity regulating pathway - multiple species	4/144	62/9423	0.0645161290322581	4.22177419354839	3.17053118525928	0.0147143924374342	0.0226704302088375	0.00702400618188413	AKT1/INSR/SOD1/CAT	4
Organismal Systems	Environmental adaptation	hsa04713	Circadian entrainment	5/144	97/9423	0.0515463917525773	3.37306701030928	2.92651242378481	0.0163052347495708	0.0249762266395159	0.0077384138148252	PRKCA/MAPK3/MAPK1/FOS/PRKCB	5
Organismal Systems	Sensory system	hsa04750	Inflammatory mediator regulation of TRP channels	5/144	99/9423	0.0505050505050505	3.30492424242424	2.87193978003609	0.0176662573404143	0.0269055068690217	0.00833616498821726	PRKCA/MAPK14/MAPK8/IL1B/PRKCB	5
Environmental Information Processing	Signaling molecules and interaction	hsa04081	Hormone signaling	8/144	219/9423	0.0365296803652968	2.39041095890411	2.59345754629861	0.0190036511214876	0.0287215050973821	0.00889881786532592	ADRB2/ESR1/ESR2/INSR/ADIPOQ/STAT3/IGF2/DRD2	8
Organismal Systems	Nervous system	hsa04720	Long-term potentiation	4/144	67/9423	0.0597014925373134	3.90671641791045	2.97438489591528	0.0190754147061858	0.0287215050973821	0.00889881786532592	PRKCA/MAPK3/MAPK1/PRKCB	4
Environmental Information Processing	Signal transduction	hsa04350	TGF-beta signaling pathway	5/144	110/9423	0.0454545454545455	2.97443181818182	2.59475221197399	0.0264980215201769	0.0396721791121292	0.0122916781360321	TNF/MAPK3/MAPK1/MYC/IFNG	5
Organismal Systems	Endocrine system	hsa04918	Thyroid hormone synthesis	4/144	75/9423	0.0533333333333333	3.49	2.69694963129621	0.0275702489496396	0.0410455953463736	0.0127172053108923	PRKCA/GSR/HSPA5/PRKCB	4
Environmental Information Processing	Signal transduction	hsa04390	Hippo signaling pathway	6/144	157/9423	0.0382165605095541	2.50079617834395	2.36225948823389	0.0331401454394034	0.0490622264885023	0.0152010076111348	GSK3B/CCND1/MYC/BIRC5/SERPINE1/CTNNB1	6
Organismal Systems	Immune system	hsa04612	Antigen processing and presentation	4/144	82/9423	0.0487804878048781	3.19207317073171	2.48351904903646	0.0365945362538843	0.0533062795404699	0.0165159475835418	HSP90AA1/TNF/HSPA5/IFNG	4
Genetic Information Processing	Information processing in viruses	hsa03272	Virion - Hepatitis viruses	3/144	48/9423	0.0625	4.08984375	2.67346010274149	0.0366694492961633	0.0533062795404699	0.0165159475835418	DPP4/LDLR/EGFR	3
Organismal Systems	Digestive system	hsa04973	Carbohydrate digestion and absorption	3/144	48/9423	0.0625	4.08984375	2.67346010274149	0.0366694492961633	0.0533062795404699	0.0165159475835418	AKT1/PRKCB/HK2	3
Metabolism	Lipid metabolism	hsa00100	Steroid biosynthesis	2/144	20/9423	0.1	6.54375	3.09163080239813	0.0368115062487019	0.0533062795404699	0.0165159475835418	SOAT2/SOAT1	2
Metabolism	Amino acid metabolism	hsa00330	Arginine and proline metabolism	3/144	50/9423	0.06	3.92625	2.58439759961904	0.0406567405197669	0.0585545447703165	0.0181420238017267	NOS2/ODC1/NOS3	3
Organismal Systems	Excretory system	hsa04961	Endocrine and other factor-regulated calcium reabsorption	3/144	53/9423	0.0566037735849057	3.70400943396226	2.45911336677506	0.0470305392527017	0.0673680697403565	0.0208727286583826	PRKCA/ESR1/PRKCB	3
Metabolism	Amino acid metabolism	hsa00220	Arginine biosynthesis	2/144	23/9423	0.0869565217391304	5.69021739130435	2.80540245401894	0.0475880477188973	0.0678001755134827	0.0210066085007017	NOS2/NOS3	2
Human Diseases	Immune disease	hsa05320	Autoimmune thyroid disease	3/144	54/9423	0.0555555555555556	3.63541666666667	2.41936702565118	0.0492583290418797	0.0698045839363536	0.0216276367310252	IL4/IL10/CD40LG	3
