category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Human Diseases	Cardiovascular disease	hsa05417	Lipid and atherosclerosis	46/144	216/9423	0.212962962962963	13.9357638888889	23.9586361769181	4.35501119065012e-41	1.15407796552228e-38	3.57569339863905e-39	HSP90AA1/BCL2/BAX/CASP9/CASP3/CASP8/PRKCA/RXRA/PPARG/MAPK14/GSK3B/RELA/NCF1/OLR1/IKBKB/AKT1/TNF/MAPK8/MMP1/CYP1A1/ICAM1/SELE/VCAM1/MAPK3/MAPK1/LDLR/BAD/APOB/RXRB/STAT3/MMP3/BCL2L1/FOS/MMP9/IL6/TP53/NFKBIA/HSPA5/IL1B/CCL2/CXCL8/NOS3/NFE2L2/CXCL2/CHUK/CD40LG	46
Human Diseases	Endocrine and metabolic disease	hsa04933	AGE-RAGE signaling pathway in diabetic complications	31/144	101/9423	0.306930693069307	20.0847772277228	24.0212410382319	6.92969683784781e-33	9.18184831014835e-31	2.84482291237963e-31	BCL2/BAX/CASP3/PRKCA/MAPK14/RELA/AKT1/TNF/MAPK8/STAT1/ICAM1/SELE/VCAM1/MAPK3/MAPK1/STAT3/CCND1/CDK4/MMP2/IL6/F3/IL1B/CCL2/CXCL8/PRKCB/NOS3/THBD/SERPINE1/COL1A1/IL1A/COL3A1	31
Human Diseases	Cardiovascular disease	hsa05418	Fluid shear stress and atherosclerosis	33/144	142/9423	0.232394366197183	15.2073063380282	21.2500883152382	1.4373177542588e-30	1.26963068292861e-28	3.93371174849777e-29	HSP90AA1/BCL2/KDR/MAPK14/RELA/NCF1/IKBKB/AKT1/TNF/MAPK8/HMOX1/ICAM1/SELE/VCAM1/GSTP1/GSTM1/GSTM2/FOS/MMP2/MMP9/TP53/CAV1/IL1B/CCL2/NOS3/PLAT/THBD/IFNG/IL1A/NFE2L2/NQO1/CHUK/CTNNB1	33
Human Diseases	Infectious disease: viral	hsa05161	Hepatitis B	33/144	163/9423	0.202453987730061	13.2480828220859	19.649822510851	1.86777533681946e-28	1.23740116064289e-26	3.83385463873469e-27	BCL2/BAX/CASP9/CASP3/CASP8/PRKCA/MAPK14/CCNA2/CDK2/RELA/IKBKB/AKT1/TNF/MAPK8/STAT1/MAPK3/MAPK1/BAD/STAT3/RB1/FOS/CDKN1A/MMP9/IL6/TP53/NFKBIA/MYC/CXCL8/PRKCB/BIRC5/CHUK/E2F1/PCNA	33
Human Diseases	Infectious disease: viral	hsa05160	Hepatitis C	32/144	156/9423	0.205128205128205	13.4230769230769	19.4905502738988	8.7701217041103e-28	4.64816450317846e-26	1.44014630088548e-26	BAX/CASP9/CASP3/CASP8/RXRA/GSK3B/CDK2/RELA/IKBKB/AKT1/TNF/STAT1/MAPK3/MAPK1/LDLR/BAD/PPARA/STAT3/CCND1/RB1/CDK4/EGFR/CDKN1A/EGF/TP53/NFKBIA/MYC/IFNG/CXCL10/CHUK/E2F1/CTNNB1	32
Human Diseases	Cancer: specific types	hsa05215	Prostate cancer	28/144	106/9423	0.264150943396226	17.2853773584906	21.0046243932572	1.16774482681637e-27	5.1575396517723e-26	1.59796660511714e-26	HSP90AA1/BCL2/CASP9/PLAU/GSK3B/AR/CDK2/RELA/IKBKB/AKT1/GSTP1/MAPK3/MAPK1/BAD/CCND1/RB1/MMP3/EGFR/CDKN1A/MMP9/EGF/TP53/NFKBIA/PLAT/CHUK/E2F1/CTNNB1/MDM2	28
Organismal Systems	Immune system	hsa04657	IL-17 signaling pathway	26/144	94/9423	0.276595744680851	18.0997340425532	20.7557267534388	2.72711538696634e-26	1.03240796792297e-24	3.19872180726879e-25	PTGS2/HSP90AA1/CASP3/CASP8/MAPK14/GSK3B/RELA/IL4/IKBKB/TNF/MAPK8/MMP1/MAPK3/MAPK1/MMP3/FOS/MMP9/IL6/NFKBIA/IL1B/CCL2/CXCL8/IFNG/CXCL2/CXCL10/CHUK	26
Human Diseases	Cancer: overview	hsa05207	Chemical carcinogenesis - receptor activation	33/144	217/9423	0.152073732718894	9.95132488479263	16.6181972773009	3.1243083684946e-24	1.03492714706384e-22	3.20652700977077e-23	HSP90AA1/ADRB2/BCL2/PRKCA/RXRA/ESR1/AR/ESR2/RELA/AKT1/CYP3A4/CYP1A2/CYP1A1/CYP1B1/AHR/GSTM1/GSTM2/MAPK3/MAPK1/BAD/PPARA/RXRB/STAT3/CCND1/RB1/EGFR/FOS/EGF/MYC/PRKCB/BIRC5/E2F1/XIAP	33
Human Diseases	Infectious disease: viral	hsa05163	Human cytomegalovirus infection	33/144	227/9423	0.145374449339207	9.51294052863436	16.1731738660796	1.38384601386734e-23	4.07465770749829e-22	1.26245601265091e-22	PTGS2/BAX/CASP9/CASP3/CASP8/PRKCA/MAPK14/GSK3B/RELA/IKBKB/AKT1/TNF/MAPK3/MAPK1/STAT3/CCND1/RB1/CDK4/EGFR/CDKN1A/IL6/TP53/NFKBIA/MYC/IL1B/CCL2/PTGER3/CXCL8/PRKCB/CHUK/E2F1/CTNNB1/MDM2	33
Environmental Information Processing	Signal transduction	hsa04668	TNF signaling pathway	26/144	119/9423	0.218487394957983	14.297268907563	18.1845806333571	2.20673980790709e-23	5.84786049095379e-22	1.81184952649214e-22	PTGS2/CASP3/CASP8/MAPK14/RELA/IKBKB/AKT1/TNF/MAPK8/ICAM1/SELE/VCAM1/MAPK3/MAPK1/MMP3/FOS/MMP9/IL6/NFKBIA/IL1B/CCL2/CXCL2/CXCL10/CHUK/IRF1/XIAP	26
Human Diseases	Infectious disease: viral	hsa05167	Kaposi sarcoma-associated herpesvirus infection	31/144	196/9423	0.158163265306122	10.3498086734694	16.4779320619174	2.67551254672226e-23	6.44555295346727e-22	1.99703328846255e-22	PTGS2/BAX/CASP9/CASP3/CASP8/MAPK14/GSK3B/RELA/IKBKB/AKT1/MAPK8/STAT1/ICAM1/MAPK3/MAPK1/STAT3/CCND1/RB1/CDK4/FOS/CDKN1A/IL6/TP53/NFKBIA/HIF1A/MYC/CXCL8/CXCL2/CHUK/E2F1/CTNNB1	31
Human Diseases	Infectious disease: parasitic	hsa05145	Toxoplasmosis	25/144	112/9423	0.223214285714286	14.6065848214286	18.0452203661961	9.41182570844602e-23	2.0784448439485e-21	6.43967022156833e-22	BCL2/CASP9/CASP3/CASP8/NOS2/MAPK14/RELA/IKBKB/AKT1/TNF/MAPK8/STAT1/ALOX5/MAPK3/MAPK1/LDLR/BAD/STAT3/BCL2L1/IL10/NFKBIA/IFNG/CHUK/CD40LG/XIAP	25
Human Diseases	Cancer: specific types	hsa05222	Small cell lung cancer	23/144	93/9423	0.247311827956989	16.1834677419355	18.3304797742717	4.31917286186908e-22	8.80446775688697e-21	2.72789864960153e-21	PTGS2/BCL2/BAX/CASP9/CASP3/RXRA/NOS2/CDK2/RELA/IKBKB/AKT1/RXRB/CCND1/RB1/CDK4/BCL2L1/CDKN1A/TP53/NFKBIA/MYC/CHUK/E2F1/XIAP	23
Human Diseases	Cancer: specific types	hsa05212	Pancreatic cancer	21/144	77/9423	0.272727272727273	17.8465909090909	18.4904173061237	3.21391264642239e-21	6.08347750929953e-20	1.8848510257214e-20	BAX/CASP9/RELA/IKBKB/AKT1/MAPK8/STAT1/MAPK3/MAPK1/BAD/STAT3/CCND1/RB1/CDK4/EGFR/BCL2L1/CDKN1A/EGF/TP53/CHUK/E2F1	21
Human Diseases	Infectious disease: viral	hsa05162	Measles	25/144	136/9423	0.183823529411765	12.0289522058824	16.1386868497457	1.55031261157687e-20	2.7388856137858e-19	8.48592166336812e-20	BCL2/BAX/CASP9/CASP3/CASP8/GSK3B/CDK2/RELA/IKBKB/AKT1/MAPK8/STAT1/BAD/STAT3/CCND1/CDK4/BCL2L1/FOS/IL6/TP53/NFKBIA/IL1B/IL2RA/IL1A/CHUK	25
Human Diseases	Cancer: specific types	hsa05223	Non-small cell lung cancer	20/144	73/9423	0.273972602739726	17.9280821917808	18.0869605891488	2.71165423946003e-20	4.49117733410567e-19	1.39150678077554e-19	BAX/CASP9/PRKCA/RXRA/AKT1/MAPK3/MAPK1/BAD/RXRB/STAT3/CCND1/RB1/CDK4/EGFR/CDKN1A/EGF/TP53/PRKCB/E2F1/MET	20
Human Diseases	Infectious disease: viral	hsa05169	Epstein-Barr virus infection	28/144	205/9423	0.136585365853659	8.93780487804878	14.3140063792941	2.6945715220702e-19	4.14728889456026e-18	1.28495941916862e-18	BCL2/BAX/CASP9/CASP3/CASP8/MAPK14/CCNA2/CDK2/RELA/IKBKB/AKT1/TNF/MAPK8/STAT1/ICAM1/STAT3/CCND1/RB1/CDK4/CDKN1A/IL6/TP53/NFKBIA/MYC/CXCL10/CHUK/E2F1/MDM2	28
Human Diseases	Cancer: specific types	hsa05219	Bladder cancer	16/144	41/9423	0.390243902439024	25.5365853658537	19.6137459931779	2.81702641894659e-19	4.14728889456026e-18	1.28495941916862e-18	MMP1/MAPK3/MAPK1/CCND1/RB1/CDK4/EGFR/CDKN1A/MMP2/MMP9/EGF/TP53/MYC/CXCL8/E2F1/MDM2	16
Human Diseases	Cancer: specific types	hsa05225	Hepatocellular carcinoma	26/144	170/9423	0.152941176470588	10.0080882352941	14.7644753721089	3.19930135884378e-19	4.46218347417685e-18	1.38252357889094e-18	BAX/PRKCA/GSK3B/AKT1/HMOX1/GSTP1/GSTM1/GSTM2/MAPK3/MAPK1/BAD/CCND1/RB1/CDK4/EGFR/BCL2L1/CDKN1A/TP53/MYC/PRKCB/NFE2L2/NQO1/E2F1/IGF2/CTNNB1/MET	26
Human Diseases	Drug resistance: antineoplastic	hsa01522	Endocrine resistance	21/144	99/9423	0.212121212121212	13.8806818181818	16.0493528710152	9.8245952417845e-19	1.30175886953645e-17	4.03325488873258e-18	BCL2/BAX/ESR1/MAPK14/ESR2/AKT1/MAPK8/MAPK3/MAPK1/BAD/CCND1/RB1/CDK4/EGFR/FOS/CDKN1A/MMP2/MMP9/TP53/E2F1/MDM2	21
Environmental Information Processing	Signal transduction	hsa04151	PI3K-Akt signaling pathway	34/144	362/9423	0.0939226519337017	6.1460635359116	12.4378001018608	4.18734505735361e-18	5.28403066761288e-17	1.63715746603299e-17	HSP90AA1/BCL2/CASP9/PRKCA/RXRA/KDR/GSK3B/CDK2/RELA/IL4/IKBKB/AKT1/INSR/MAPK3/MAPK1/BAD/CCND1/CDK4/EGFR/BCL2L1/CDKN1A/EGF/IL6/TP53/MYC/NOS3/IL2RA/COL1A1/CHUK/SPP1/IGF2/MDM2/MCL1/MET	34
Cellular Processes	Cell growth and death	hsa04210	Apoptosis	23/144	138/9423	0.166666666666667	10.90625	14.6036051381623	6.02573046616171e-18	7.25826624333115e-17	2.24883720746705e-17	BCL2/BAX/CASP9/CASP3/CASP8/RELA/IKBKB/AKT1/TNF/MAPK8/MAPK3/MAPK1/BAD/BCL2L1/FOS/TP53/NFKBIA/BIRC5/PARP1/CHUK/CTSD/MCL1/XIAP	23
Organismal Systems	Immune system	hsa04659	Th17 cell differentiation	21/144	109/9423	0.192660550458716	12.6072247706422	15.183634305506	8.17769163547612e-18	9.42212297130945e-17	2.91926749458644e-17	HSP90AA1/RXRA/MAPK14/RELA/IL4/IKBKB/MAPK8/STAT1/AHR/MAPK3/MAPK1/RXRB/STAT3/FOS/IL6/NFKBIA/HIF1A/IL1B/IL2RA/IFNG/CHUK	21
Human Diseases	Cancer: specific types	hsa05210	Colorectal cancer	19/144	87/9423	0.218390804597701	14.2909482758621	15.5144856234472	2.72860874195475e-17	3.01283881924171e-16	9.33471411721363e-17	BCL2/BAX/CASP9/CASP3/GSK3B/AKT1/MAPK8/MAPK3/MAPK1/BAD/CCND1/EGFR/FOS/CDKN1A/EGF/TP53/MYC/BIRC5/CTNNB1	19
Human Diseases	Drug resistance: antineoplastic	hsa01524	Platinum drug resistance	18/144	75/9423	0.24	15.705	15.9271663968718	3.19575810741618e-17	3.38750359386115e-16	1.04955424159352e-16	BCL2/BAX/CASP9/CASP3/CASP8/AKT1/GSTP1/GSTM1/GSTM2/MAPK3/MAPK1/BAD/BCL2L1/CDKN1A/TP53/BIRC5/MDM2/XIAP	18
Human Diseases	Cancer: overview	hsa05205	Proteoglycans in cancer	26/144	204/9423	0.127450980392157	8.34007352941176	13.2030964347266	3.4212672928476e-17	3.48706089463313e-16	1.08040019774135e-16	CASP3/PRKCA/PLAU/ESR1/KDR/MAPK14/AKT1/TNF/MAPK3/MAPK1/STAT3/CCND1/EGFR/CDKN1A/MMP2/MMP9/TP53/HIF1A/CAV1/MYC/PRKCB/COL1A1/IGF2/CTNNB1/MDM2/MET	26
Human Diseases	Infectious disease: parasitic	hsa05142	Chagas disease	20/144	103/9423	0.194174757281553	12.7063106796117	14.8810272067776	4.44659231620344e-17	4.36424801405153e-16	1.35218011954725e-16	CASP8/NOS2/MAPK14/RELA/IKBKB/AKT1/TNF/MAPK8/MAPK3/MAPK1/FOS/IL10/IL6/NFKBIA/IL1B/CCL2/CXCL8/SERPINE1/IFNG/CHUK	20
Human Diseases	Cancer: overview	hsa05208	Chemical carcinogenesis - reactive oxygen species	27/144	227/9423	0.118942731277533	7.78331497797357	12.887172435674	4.74920586011548e-17	4.4947841176093e-16	1.39262427477071e-16	MAPK14/RELA/NCF1/IKBKB/AKT1/MAPK8/HMOX1/CYP1A2/CYP1A1/CYP1B1/AHR/GSTM1/GSTM2/MAPK3/MAPK1/BAD/SOD1/CAT/EGFR/FOS/EGF/NFKBIA/HIF1A/NFE2L2/NQO1/CHUK/MET	27
Human Diseases	Cancer: specific types	hsa05220	Chronic myeloid leukemia	18/144	77/9423	0.233766233766234	15.2970779220779	15.6921325189141	5.32675124728282e-17	4.86754855355154e-16	1.50811832046483e-16	BAX/RELA/IKBKB/AKT1/MAPK3/MAPK1/BAD/CCND1/RB1/CDK4/BCL2L1/CDKN1A/TP53/NFKBIA/MYC/CHUK/E2F1/MDM2	18
Human Diseases	Infectious disease: viral	hsa05164	Influenza A	24/144	173/9423	0.138728323699422	9.07803468208092	13.3585742055047	8.75118104635223e-17	7.7302099242778e-16	2.39506007584377e-16	BAX/CASP9/CASP3/CASP8/PRKCA/RELA/IKBKB/AKT1/TNF/STAT1/ICAM1/MAPK3/MAPK1/CDK4/IL6/NFKBIA/IL1B/CCL2/CXCL8/PRKCB/IFNG/IL1A/CXCL10/CHUK	24
Environmental Information Processing	Signal transduction	hsa04066	HIF-1 signaling pathway	20/144	110/9423	0.181818181818182	11.8977272727273	14.3215388275284	1.73257238398252e-16	1.48106994114635e-15	4.58881650087052e-16	BCL2/PRKCA/NOS2/RELA/AKT1/HMOX1/INSR/MAPK3/MAPK1/STAT3/EGFR/CDKN1A/EGF/IL6/HIF1A/PRKCB/NOS3/SERPINE1/IFNG/HK2	20
Human Diseases	Infectious disease: parasitic	hsa05140	Leishmaniasis	17/144	78/9423	0.217948717948718	14.2620192307692	14.6510756379366	1.46977653927748e-15	1.21715869658916e-14	3.77113717314617e-15	PTGS2/NOS2/MAPK14/RELA/NCF1/IL4/TNF/STAT1/MAPK3/MAPK1/FOS/IL10/NFKBIA/IL1B/PRKCB/IFNG/IL1A	17
Organismal Systems	Immune system	hsa04620	Toll-like receptor signaling pathway	19/144	109/9423	0.174311926605505	11.4065366972477	13.6129911085624	2.35558823709766e-15	1.89160873585115e-14	5.8607936999559e-15	CASP8/MAPK14/RELA/IKBKB/AKT1/TNF/MAPK8/STAT1/MAPK3/MAPK1/FOS/IL6/NFKBIA/IL1B/CXCL8/CXCL11/CXCL10/CHUK/SPP1	19
Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	25/144	224/9423	0.111607142857143	7.30329241071429	11.8938748092717	3.55753754091648e-15	2.77278661277314e-14	8.59095752914816e-15	BAX/CCNA2/CDK2/RELA/IKBKB/AKT1/TNF/MAPK8/ICAM1/MAPK3/MAPK1/CCND1/RB1/CDK4/BCL2L1/FOS/CDKN1A/IL6/TP53/NFKBIA/MYC/IL2RA/CHUK/E2F1/XIAP	25
Human Diseases	Infectious disease: viral	hsa05165	Human papillomavirus infection	29/144	333/9423	0.0870870870870871	5.69876126126126	10.8749123012535	1.2920235440546e-14	9.78246397641342e-14	3.03091237402283e-14	PTGS2/BAX/CASP3/CASP8/GSK3B/CCNA2/CDK2/RELA/IKBKB/AKT1/TNF/STAT1/MAPK3/MAPK1/BAD/CCND1/RB1/CDK4/EGFR/CDKN1A/EGF/TP53/COL1A1/CHUK/SPP1/E2F1/IRF1/CTNNB1/MDM2	29
Environmental Information Processing	Signal transduction	hsa04064	NF-kappa B signaling pathway	18/144	105/9423	0.171428571428571	11.2178571428571	13.1158164891666	1.82258357909762e-14	1.2783414869283e-13	3.96070053546802e-14	PTGS2/BCL2/PLAU/RELA/IKBKB/TNF/ICAM1/VCAM1/BCL2L1/NFKBIA/IL1B/CXCL8/PRKCB/PARP1/CXCL2/CHUK/CD40LG/XIAP	18
Organismal Systems	Immune system	hsa04625	C-type lectin receptor signaling pathway	18/144	105/9423	0.171428571428571	11.2178571428571	13.1158164891666	1.82258357909762e-14	1.2783414869283e-13	3.96070053546802e-14	PTGS2/CASP8/MAPK14/RELA/IKBKB/AKT1/TNF/MAPK8/STAT1/MAPK3/MAPK1/IL10/IL6/NFKBIA/IL1B/CHUK/IRF1/MDM2	18
Human Diseases	Endocrine and metabolic disease	hsa04932	Non-alcoholic fatty liver disease	21/144	157/9423	0.133757961783439	8.75278662420382	12.2029187091127	1.83309345295379e-14	1.2783414869283e-13	3.96070053546802e-14	BAX/CASP3/CASP8/RXRA/PPARG/MAPK14/GSK3B/RELA/IKBKB/AKT1/TNF/MAPK8/INSR/PPARA/SREBF1/ADIPOQ/FOS/IL6/IL1B/CXCL8/IL1A	21
Human Diseases	Endocrine and metabolic disease	hsa04936	Alcoholic liver disease	20/144	144/9423	0.138888888888889	9.08854166666667	12.1843704404237	3.87359887061272e-14	2.63206077105736e-13	8.15494499076362e-14	CASP3/CASP8/MAPK14/GSK3B/RELA/IKBKB/AKT1/TNF/MAPK8/PPARA/SREBF1/ADIPOQ/CCND1/IL6/NFKBIA/IL1B/CXCL8/CXCL2/CHUK/CTNNB1	20
Human Diseases	Drug resistance: antineoplastic	hsa01521	EGFR tyrosine kinase inhibitor resistance	16/144	80/9423	0.2	13.0875	13.5251009337828	4.451313332846e-14	2.94899508301048e-13	9.13690631478916e-14	BCL2/BAX/PRKCA/KDR/GSK3B/AKT1/MAPK3/MAPK1/BAD/STAT3/EGFR/BCL2L1/EGF/IL6/PRKCB/MET	16
Environmental Information Processing	Signal transduction	hsa04068	FoxO signaling pathway	19/144	133/9423	0.142857142857143	9.34821428571428	12.0785210447597	1.04253638710703e-13	6.73834494105762e-13	2.08774937597813e-13	MAPK14/CDK2/IKBKB/AKT1/MAPK8/SLC2A4/INSR/MAPK3/MAPK1/CAT/STAT3/CCND1/EGFR/CDKN1A/IL10/EGF/IL6/CHUK/MDM2	19
Human Diseases	Cancer: specific types	hsa05213	Endometrial cancer	14/144	59/9423	0.23728813559322	15.5275423728814	13.9440734832602	1.47601850196454e-13	9.31297388144296e-13	2.88544970308858e-13	BAX/CASP9/GSK3B/AKT1/MAPK3/MAPK1/BAD/CCND1/EGFR/CDKN1A/EGF/TP53/MYC/CTNNB1	14
Human Diseases	Cancer: specific types	hsa05218	Melanoma	15/144	73/9423	0.205479452054795	13.4460616438356	13.2981057093089	1.88745289570242e-13	1.16319771479335e-12	3.60394922557622e-13	BAX/AKT1/MAPK3/MAPK1/BAD/CCND1/RB1/CDK4/EGFR/CDKN1A/EGF/TP53/E2F1/MDM2/MET	15
Cellular Processes	Cell growth and death	hsa04218	Cellular senescence	20/144	157/9423	0.127388535031847	8.3359872611465	11.5468747610542	2.08373609346914e-13	1.25497741993028e-12	3.88831137058835e-13	MAPK14/CCNA2/CDK2/RELA/AKT1/MAPK3/MAPK1/CCND1/RB1/CDK4/CDKN1A/IL6/TP53/MYC/CXCL8/SERPINE1/IL1A/E2F1/IGFBP3/MDM2	20
Organismal Systems	Endocrine system	hsa04919	Thyroid hormone signaling pathway	18/144	122/9423	0.147540983606557	9.6547131147541	11.985881462225	2.73774093160637e-13	1.61222521527931e-12	4.99517643661514e-13	CASP9/PRKCA/RXRA/ESR1/GSK3B/AKT1/STAT1/MAPK3/MAPK1/BAD/RXRB/CCND1/TP53/HIF1A/MYC/PRKCB/CTNNB1/MDM2	18
Human Diseases	Infectious disease: bacterial	hsa05152	Tuberculosis	21/144	181/9423	0.116022099447514	7.59219613259669	11.1554895597837	3.251259030734e-13	1.87300791987937e-12	5.8031625720195e-13	BCL2/BAX/CASP9/CASP3/CASP8/NOS2/MAPK14/RELA/AKT1/TNF/MAPK8/STAT1/MAPK3/MAPK1/BAD/IL10/IL6/IL1B/IFNG/IL1A/CTSD	21
Human Diseases	Cancer: specific types	hsa05214	Glioma	15/144	76/9423	0.197368421052632	12.9152960526316	12.9920511258106	3.54606111428513e-13	1.9993748835863e-12	6.19468682898635e-13	BAX/PRKCA/AKT1/MAPK3/MAPK1/CCND1/RB1/CDK4/EGFR/CDKN1A/EGF/TP53/PRKCB/E2F1/MDM2	15
Human Diseases	Infectious disease: bacterial	hsa05133	Pertussis	15/144	78/9423	0.192307692307692	12.5841346153846	12.7974503351851	5.31286942059604e-13	2.93314665928739e-12	9.08780295628269e-13	CASP3/NOS2/MAPK14/RELA/TNF/MAPK8/MAPK3/MAPK1/FOS/IL10/IL6/IL1B/CXCL8/IL1A/IRF1	15
Human Diseases	Cancer: specific types	hsa05226	Gastric cancer	19/144	150/9423	0.126666666666667	8.28875	11.209616701449	9.67115377058655e-13	5.2303178555213e-12	1.62051556198872e-12	BCL2/BAX/RXRA/GSK3B/CDK2/AKT1/MAPK3/MAPK1/RXRB/CCND1/RB1/EGFR/CDKN1A/EGF/TP53/MYC/E2F1/CTNNB1/MET	19
Organismal Systems	Endocrine system	hsa04917	Prolactin signaling pathway	14/144	71/9423	0.197183098591549	12.9031690140845	12.5412762463298	2.28572776089078e-12	1.21143571327211e-11	3.75340558630486e-12	ESR1/MAPK14/GSK3B/ESR2/RELA/AKT1/MAPK8/STAT1/MAPK3/MAPK1/STAT3/CCND1/FOS/IRF1	14
Human Diseases	Cancer: overview	hsa05202	Transcriptional misregulation in cancer	21/144	201/9423	0.104477611940299	6.83675373134328	10.4197919608375	2.5790239725526e-12	1.34008108377733e-11	4.15198905797942e-12	BAX/RXRA/PLAU/PPARG/CCNA2/RELA/RXRB/MMP3/BCL2L1/CDKN1A/MMP9/IL6/TP53/MYC/CXCL8/PLAT/MPO/RUNX2/IGFBP3/MDM2/MET	21
Organismal Systems	Immune system	hsa04660	T cell receptor signaling pathway	17/144	122/9423	0.139344262295082	9.11834016393443	11.2430604671409	3.41089639585272e-12	1.73824527865572e-11	5.38562588818851e-12	MAPK14/GSK3B/RELA/IL4/IKBKB/AKT1/TNF/MAPK8/MAPK3/MAPK1/CDK4/FOS/IL10/NFKBIA/IFNG/CHUK/CD40LG	17
Organismal Systems	Development and regeneration	hsa04380	Osteoclast differentiation	18/144	142/9423	0.126760563380282	8.29489436619718	10.9110865806487	3.95057074510458e-12	1.97528537255229e-11	6.12005001227720e-12	PPARG/MAPK14/RELA/NCF1/IKBKB/AKT1/TNF/MAPK8/STAT1/MAPK3/MAPK1/FOSL2/FOS/NFKBIA/IL1B/IFNG/IL1A/CHUK	18
Human Diseases	Cancer: specific types	hsa05216	Thyroid cancer	11/144	37/9423	0.297297297297297	19.4543918918919	14.0107871265678	4.39657126152768e-12	2.15757663760155e-11	6.68484519296606e-12	BAX/RXRA/PPARG/MAPK3/MAPK1/RXRB/CCND1/CDKN1A/TP53/MYC/CTNNB1	11
Human Diseases	Cancer: overview	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	15/144	90/9423	0.166666666666667	10.90625	11.7631088108754	4.76692061374867e-12	2.296789022988e-11	7.11616857172051e-12	MAPK14/RELA/IKBKB/AKT1/STAT1/MAPK3/MAPK1/STAT3/EGFR/FOS/EGF/NFKBIA/HIF1A/IFNG/CHUK	15
Cellular Processes	Cell growth and death	hsa04115	p53 signaling pathway	14/144	75/9423	0.186666666666667	12.215	12.1471044638502	5.05374683531908e-12	2.39150519885635e-11	7.4096288187009e-12	BCL2/BAX/CASP9/CASP3/CASP8/CDK2/CCND1/CDK4/BCL2L1/CDKN1A/TP53/SERPINE1/IGFBP3/MDM2	14
Organismal Systems	Immune system	hsa04621	NOD-like receptor signaling pathway	20/144	187/9423	0.106951871657754	6.99866310160428	10.3213266168172	5.78890121186804e-12	2.69133126516672e-11	8.33858346307862e-12	HSP90AA1/BCL2/CASP8/MAPK14/RELA/IKBKB/TNF/MAPK8/STAT1/MAPK3/MAPK1/BCL2L1/IL6/NFKBIA/IL1B/CCL2/CXCL8/CXCL2/CHUK/XIAP	20
Human Diseases	Infectious disease: parasitic	hsa05144	Malaria	12/144	50/9423	0.24	15.705	12.9871223246127	7.54445061089402e-12	3.44703346877054e-11	1.06799845308482e-11	TNF/ICAM1/SELE/VCAM1/IL10/IL6/IL1B/CCL2/CXCL8/IFNG/CD40LG/MET	12
Human Diseases	Cancer: specific types	hsa05224	Breast cancer	18/144	148/9423	0.121621621621622	7.95861486486487	10.6291590982506	8.07760923401802e-12	3.62807872375385e-11	1.12409191838253e-11	BAX/ESR1/GSK3B/ESR2/AKT1/MAPK3/MAPK1/CCND1/RB1/CDK4/EGFR/FOS/CDKN1A/EGF/TP53/MYC/E2F1/CTNNB1	18
Human Diseases	Infectious disease: viral	hsa05171	Coronavirus disease	22/144	239/9423	0.0920502092050209	6.02353556485356	9.7992920867239	9.60166240070425e-12	4.24073422697771e-11	1.31391169693848e-11	PRKCA/MAPK14/RELA/IKBKB/TNF/MAPK8/MMP1/STAT1/MAPK3/MAPK1/STAT3/MMP3/EGFR/FOS/IL6/NFKBIA/IL1B/CCL2/CXCL8/PRKCB/CXCL10/CHUK	22
Organismal Systems	Endocrine system	hsa04926	Relaxin signaling pathway	17/144	130/9423	0.130769230769231	8.55721153846154	10.808302601924	9.76338656160536e-12	4.24147121118921e-11	1.31414003762764e-11	PRKCA/NOS2/MAPK14/RELA/AKT1/MAPK8/MMP1/MAPK3/MAPK1/EGFR/FOS/MMP2/MMP9/NFKBIA/NOS3/COL1A1/COL3A1	17
Environmental Information Processing	Signal transduction	hsa04010	MAPK signaling pathway	24/144	301/9423	0.079734219269103	5.21760797342193	9.26417247917668	2.16104687953224e-11	9.22252868376709e-11	2.85742696061105e-11	CASP3/PRKCA/KDR/MAPK14/RELA/IKBKB/AKT1/TNF/MAPK8/INSR/MAPK3/MAPK1/EGFR/FOS/EGF/TP53/MYC/IL1B/PRKCB/HSPB1/IL1A/CHUK/IGF2/MET	24
Human Diseases	Cancer: specific types	hsa05221	Acute myeloid leukemia	13/144	68/9423	0.191176470588235	12.5101102941176	11.8662707767497	2.19252568708425e-11	9.22252868376709e-11	2.85742696061105e-11	CCNA2/PPARD/RELA/IKBKB/AKT1/MAPK3/MAPK1/BAD/STAT3/CCND1/MYC/MPO/CHUK	13
Human Diseases	Infectious disease: viral	hsa05168	Herpes simplex virus 1 infection	19/144	180/9423	0.105555555555556	6.90729166666667	9.96828391322893	2.5826106262523e-11	1.05846224758809e-10	3.27944608984591e-11	BCL2/BAX/CASP9/CASP3/CASP8/RELA/IKBKB/AKT1/TNF/STAT1/BAD/BCL2L1/IL6/TP53/NFKBIA/IL1B/CCL2/IFNG/CHUK	19
