Drug	MolId	MolName	Target
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	SCN5A
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	PPARG
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	PTGS2
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	CACNA2D1
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	ESR2
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	DPP4
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	MAPK14
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	GSK3B
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	HSP90AA1
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	CHEK1
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	PRSS1
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	NCOA2
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	NCOA1
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	CAMTA2
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	ADRB2
jinyinhua	MOL003095	5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone	BACE1
jinyinhua	MOL003111	Centauroside_qt	ESR1
jinyinhua	MOL003111	Centauroside_qt	AR
jinyinhua	MOL003111	Centauroside_qt	CA2
jinyinhua	MOL003111	Centauroside_qt	DPP4
jinyinhua	MOL003111	Centauroside_qt	HSP90AA1
jinyinhua	MOL003111	Centauroside_qt	PRSS1
jinyinhua	MOL003111	Centauroside_qt	NCOA2
jinyinhua	MOL003111	Centauroside_qt	NCOA1
jinyinhua	MOL003117	Ioniceracetalides B_qt	NOS2
jinyinhua	MOL003117	Ioniceracetalides B_qt	PTGS2
jinyinhua	MOL003117	Ioniceracetalides B_qt	GABRA1
jinyinhua	MOL003117	Ioniceracetalides B_qt	DPP4
jinyinhua	MOL003117	Ioniceracetalides B_qt	DPEP1
jinyinhua	MOL003128	dinethylsecologanoside	AR
jinyinhua	MOL003128	dinethylsecologanoside	CA2
jinyinhua	MOL000358	beta-sitosterol	PGR
jinyinhua	MOL000358	beta-sitosterol	NCOA2
jinyinhua	MOL000358	beta-sitosterol	PTGS1
jinyinhua	MOL000358	beta-sitosterol	PTGS2
jinyinhua	MOL000358	beta-sitosterol	HSP90AA1
jinyinhua	MOL000358	beta-sitosterol	KCNH2
jinyinhua	MOL000358	beta-sitosterol	DRD1
jinyinhua	MOL000358	beta-sitosterol	CHRM3
jinyinhua	MOL000358	beta-sitosterol	CHRM1
jinyinhua	MOL000358	beta-sitosterol	SCN5A
jinyinhua	MOL000358	beta-sitosterol	CHRM4
jinyinhua	MOL000358	beta-sitosterol	ADRA1A
jinyinhua	MOL000358	beta-sitosterol	CHRM2
jinyinhua	MOL000358	beta-sitosterol	ADRA1B
jinyinhua	MOL000358	beta-sitosterol	ADRB2
jinyinhua	MOL000358	beta-sitosterol	CHRNA2
jinyinhua	MOL000358	beta-sitosterol	SLC6A4
jinyinhua	MOL000358	beta-sitosterol	OPRM1
jinyinhua	MOL000358	beta-sitosterol	GABRA1
jinyinhua	MOL000358	beta-sitosterol	BCL2
jinyinhua	MOL000358	beta-sitosterol	BAX
jinyinhua	MOL000358	beta-sitosterol	CASP9
jinyinhua	MOL000358	beta-sitosterol	CASP3
jinyinhua	MOL000358	beta-sitosterol	CASP8
jinyinhua	MOL000358	beta-sitosterol	PRKCA
jinyinhua	MOL000358	beta-sitosterol	PON1
jinyinhua	MOL000358	beta-sitosterol	MAP2
jinyinhua	MOL000422	kaempferol	NOS2
jinyinhua	MOL000422	kaempferol	PTGS1
jinyinhua	MOL000422	kaempferol	AR
jinyinhua	MOL000422	kaempferol	PPARG
jinyinhua	MOL000422	kaempferol	PTGS2
jinyinhua	MOL000422	kaempferol	HSP90AA1
jinyinhua	MOL000422	kaempferol	NCOA2
jinyinhua	MOL000422	kaempferol	DPP4
jinyinhua	MOL000422	kaempferol	PRSS1
jinyinhua	MOL000422	kaempferol	PGR
jinyinhua	MOL000422	kaempferol	CHRM1
jinyinhua	MOL000422	kaempferol	ACHE
jinyinhua	MOL000422	kaempferol	SLC6A2
jinyinhua	MOL000422	kaempferol	CHRM2
jinyinhua	MOL000422	kaempferol	ADRA1B
jinyinhua	MOL000422	kaempferol	GABRA1
jinyinhua	MOL000422	kaempferol	F7
jinyinhua	MOL000422	kaempferol	CAMTA2
jinyinhua	MOL000422	kaempferol	RELA
jinyinhua	MOL000422	kaempferol	IKBKB
jinyinhua	MOL000422	kaempferol	AKT1
jinyinhua	MOL000422	kaempferol	BCL2
jinyinhua	MOL000422	kaempferol	BAX
jinyinhua	MOL000422	kaempferol	TNF
jinyinhua	MOL000422	kaempferol	AHSA1
jinyinhua	MOL000422	kaempferol	CASP3
jinyinhua	MOL000422	kaempferol	MAPK8
jinyinhua	MOL000422	kaempferol	MMP1
jinyinhua	MOL000422	kaempferol	STAT1
jinyinhua	MOL000422	kaempferol	CDK1
jinyinhua	MOL000422	kaempferol	PPARG
jinyinhua	MOL000422	kaempferol	HMOX1
jinyinhua	MOL000422	kaempferol	CYP3A4
jinyinhua	MOL000422	kaempferol	CYP1A2
jinyinhua	MOL000422	kaempferol	CYP1A1
jinyinhua	MOL000422	kaempferol	ICAM1
jinyinhua	MOL000422	kaempferol	SELE
jinyinhua	MOL000422	kaempferol	VCAM1
jinyinhua	MOL000422	kaempferol	NR1I2
jinyinhua	MOL000422	kaempferol	CYP1B1
jinyinhua	MOL000422	kaempferol	ALOX5
jinyinhua	MOL000422	kaempferol	HAS2
jinyinhua	MOL000422	kaempferol	GSTP1
jinyinhua	MOL000422	kaempferol	AHR
jinyinhua	MOL000422	kaempferol	PSMD3
jinyinhua	MOL000422	kaempferol	SLC2A4
jinyinhua	MOL000422	kaempferol	NR1I3
jinyinhua	MOL000422	kaempferol	INSR
jinyinhua	MOL000422	kaempferol	DIO1
jinyinhua	MOL000422	kaempferol	PPP3CA
jinyinhua	MOL000422	kaempferol	GSTM1
jinyinhua	MOL000422	kaempferol	GSTM2
jinyinhua	MOL000422	kaempferol	AKR1C3
jinyinhua	MOL000422	kaempferol	SLPI
jinyinhua	MOL000449	Stigmasterol	PGR
jinyinhua	MOL000449	Stigmasterol	NR3C2
jinyinhua	MOL000449	Stigmasterol	NCOA2
jinyinhua	MOL000449	Stigmasterol	ADH1C
jinyinhua	MOL000449	Stigmasterol	IGHG1
jinyinhua	MOL000449	Stigmasterol	RXRA
jinyinhua	MOL000449	Stigmasterol	NCOA1
jinyinhua	MOL000449	Stigmasterol	PTGS1
jinyinhua	MOL000449	Stigmasterol	PTGS2
jinyinhua	MOL000449	Stigmasterol	ADRA2A
jinyinhua	MOL000449	Stigmasterol	SLC6A2
jinyinhua	MOL000449	Stigmasterol	SLC6A3
jinyinhua	MOL000449	Stigmasterol	ADRB2
jinyinhua	MOL000449	Stigmasterol	AKR1B1
jinyinhua	MOL000449	Stigmasterol	PLAU
jinyinhua	MOL000449	Stigmasterol	LTA4H
jinyinhua	MOL000449	Stigmasterol	MAOB
jinyinhua	MOL000449	Stigmasterol	MAOA
jinyinhua	MOL000449	Stigmasterol	CTRB1
jinyinhua	MOL000449	Stigmasterol	CHRM3
jinyinhua	MOL000449	Stigmasterol	CHRM1
jinyinhua	MOL000449	Stigmasterol	ADRB1
jinyinhua	MOL000449	Stigmasterol	SCN5A
jinyinhua	MOL000449	Stigmasterol	ADRA1A
jinyinhua	MOL000449	Stigmasterol	CHRM2
jinyinhua	MOL000449	Stigmasterol	ADRA1B
jinyinhua	MOL000449	Stigmasterol	GABRA1
jinyinhua	MOL000006	luteolin	PTGS1
jinyinhua	MOL000006	luteolin	AR
jinyinhua	MOL000006	luteolin	PTGS2
jinyinhua	MOL000006	luteolin	HSP90AA1
jinyinhua	MOL000006	luteolin	PRSS1
jinyinhua	MOL000006	luteolin	NCOA2
jinyinhua	MOL000006	luteolin	DPP4
jinyinhua	MOL000006	luteolin	RELA
jinyinhua	MOL000006	luteolin	EGFR
jinyinhua	MOL000006	luteolin	AKT1
jinyinhua	MOL000006	luteolin	CCND1
jinyinhua	MOL000006	luteolin	BCL2L1
jinyinhua	MOL000006	luteolin	CDKN1A
jinyinhua	MOL000006	luteolin	CASP9
jinyinhua	MOL000006	luteolin	MMP2
jinyinhua	MOL000006	luteolin	MMP9
jinyinhua	MOL000006	luteolin	MAPK1
jinyinhua	MOL000006	luteolin	IL10
jinyinhua	MOL000006	luteolin	RB1
jinyinhua	MOL000006	luteolin	CDK4
jinyinhua	MOL000006	luteolin	TNF
jinyinhua	MOL000006	luteolin	IL6
jinyinhua	MOL000006	luteolin	CASP3
jinyinhua	MOL000006	luteolin	TP53
jinyinhua	MOL000006	luteolin	NFKBIA
jinyinhua	MOL000006	luteolin	TOP1
jinyinhua	MOL000006	luteolin	MDM2
jinyinhua	MOL000006	luteolin	APP
jinyinhua	MOL000006	luteolin	MMP1
jinyinhua	MOL000006	luteolin	PCNA
jinyinhua	MOL000006	luteolin	ERBB2
jinyinhua	MOL000006	luteolin	PPARG
jinyinhua	MOL000006	luteolin	HMOX1
jinyinhua	MOL000006	luteolin	CASP7
jinyinhua	MOL000006	luteolin	ICAM1
jinyinhua	MOL000006	luteolin	MCL1
jinyinhua	MOL000006	luteolin	BIRC5
jinyinhua	MOL000006	luteolin	IL2RA
jinyinhua	MOL000006	luteolin	CCNB1
jinyinhua	MOL000006	luteolin	TYR
jinyinhua	MOL000006	luteolin	IFNG
jinyinhua	MOL000006	luteolin	IL4
jinyinhua	MOL000006	luteolin	TOP2A
jinyinhua	MOL000006	luteolin	GSTP1
jinyinhua	MOL000006	luteolin	XIAP
jinyinhua	MOL000006	luteolin	SLC2A4
jinyinhua	MOL000006	luteolin	INSR
jinyinhua	MOL000006	luteolin	CD40LG
jinyinhua	MOL000006	luteolin	PTGES
jinyinhua	MOL000006	luteolin	NUF2
jinyinhua	MOL000006	luteolin	ADCY2
jinyinhua	MOL000006	luteolin	MET
jinyinhua	MOL000098	quercetin	PTGS1
jinyinhua	MOL000098	quercetin	AR
jinyinhua	MOL000098	quercetin	PPARG
jinyinhua	MOL000098	quercetin	PTGS2
jinyinhua	MOL000098	quercetin	HSP90AA1
jinyinhua	MOL000098	quercetin	NCOA2
jinyinhua	MOL000098	quercetin	DPP4
jinyinhua	MOL000098	quercetin	AKR1B1
jinyinhua	MOL000098	quercetin	PRSS1
jinyinhua	MOL000098	quercetin	KCNH2
jinyinhua	MOL000098	quercetin	SCN5A
jinyinhua	MOL000098	quercetin	ADRB2
jinyinhua	MOL000098	quercetin	MMP3
jinyinhua	MOL000098	quercetin	F7
jinyinhua	MOL000098	quercetin	RXRA
jinyinhua	MOL000098	quercetin	ACHE
jinyinhua	MOL000098	quercetin	GABRA1
jinyinhua	MOL000098	quercetin	MAOB
jinyinhua	MOL000098	quercetin	RELA
jinyinhua	MOL000098	quercetin	EGFR
jinyinhua	MOL000098	quercetin	AKT1
jinyinhua	MOL000098	quercetin	CCND1
jinyinhua	MOL000098	quercetin	BCL2
jinyinhua	MOL000098	quercetin	BCL2L1
jinyinhua	MOL000098	quercetin	FOS
jinyinhua	MOL000098	quercetin	CDKN1A
jinyinhua	MOL000098	quercetin	EIF6
jinyinhua	MOL000098	quercetin	BAX
jinyinhua	MOL000098	quercetin	CASP9
jinyinhua	MOL000098	quercetin	PLAU
jinyinhua	MOL000098	quercetin	MMP2
jinyinhua	MOL000098	quercetin	MMP9
jinyinhua	MOL000098	quercetin	MAPK1
jinyinhua	MOL000098	quercetin	IL10
jinyinhua	MOL000098	quercetin	EGF
jinyinhua	MOL000098	quercetin	RB1
jinyinhua	MOL000098	quercetin	TNF
jinyinhua	MOL000098	quercetin	IL6
jinyinhua	MOL000098	quercetin	AHSA1
jinyinhua	MOL000098	quercetin	CASP3
jinyinhua	MOL000098	quercetin	TP53
jinyinhua	MOL000098	quercetin	ELK1
jinyinhua	MOL000098	quercetin	NFKBIA
jinyinhua	MOL000098	quercetin	POR
jinyinhua	MOL000098	quercetin	ODC1
jinyinhua	MOL000098	quercetin	CASP8
jinyinhua	MOL000098	quercetin	TOP1
jinyinhua	MOL000098	quercetin	RAF1
jinyinhua	MOL000098	quercetin	SOD1
jinyinhua	MOL000098	quercetin	PRKCA
jinyinhua	MOL000098	quercetin	MMP1
jinyinhua	MOL000098	quercetin	HIF1A
jinyinhua	MOL000098	quercetin	STAT1
jinyinhua	MOL000098	quercetin	RUNX1T1
jinyinhua	MOL000098	quercetin	CDK1
jinyinhua	MOL000098	quercetin	HSPA5
jinyinhua	MOL000098	quercetin	ERBB2
jinyinhua	MOL000098	quercetin	PPARG
jinyinhua	MOL000098	quercetin	ACACA
jinyinhua	MOL000098	quercetin	HMOX1
jinyinhua	MOL000098	quercetin	CYP3A4
jinyinhua	MOL000098	quercetin	CYP1A2
jinyinhua	MOL000098	quercetin	CAV1
jinyinhua	MOL000098	quercetin	MYC
jinyinhua	MOL000098	quercetin	F3
jinyinhua	MOL000098	quercetin	GJA1
jinyinhua	MOL000098	quercetin	CYP1A1
jinyinhua	MOL000098	quercetin	ICAM1
jinyinhua	MOL000098	quercetin	IL1B
jinyinhua	MOL000098	quercetin	CCL2
jinyinhua	MOL000098	quercetin	SELE
jinyinhua	MOL000098	quercetin	VCAM1
jinyinhua	MOL000098	quercetin	PTGER3
jinyinhua	MOL000098	quercetin	CXCL8
jinyinhua	MOL000098	quercetin	PRKCB
jinyinhua	MOL000098	quercetin	BIRC5
jinyinhua	MOL000098	quercetin	DUOX2
jinyinhua	MOL000098	quercetin	NOS3
jinyinhua	MOL000098	quercetin	HSPB1
jinyinhua	MOL000098	quercetin	SULT1E1
jinyinhua	MOL000098	quercetin	IL2RA
jinyinhua	MOL000098	quercetin	NR1I2
jinyinhua	MOL000098	quercetin	CYP1B1
jinyinhua	MOL000098	quercetin	CCNB1
jinyinhua	MOL000098	quercetin	PLAT
jinyinhua	MOL000098	quercetin	THBD
jinyinhua	MOL000098	quercetin	SERPINE1
jinyinhua	MOL000098	quercetin	COL1A1
jinyinhua	MOL000098	quercetin	IFNG
jinyinhua	MOL000098	quercetin	ALOX5
jinyinhua	MOL000098	quercetin	IL1A
jinyinhua	MOL000098	quercetin	MPO
jinyinhua	MOL000098	quercetin	TOP2A
jinyinhua	MOL000098	quercetin	NCF1
jinyinhua	MOL000098	quercetin	ABCG2
jinyinhua	MOL000098	quercetin	HAS2
jinyinhua	MOL000098	quercetin	GSTP1
jinyinhua	MOL000098	quercetin	NFE2L2
jinyinhua	MOL000098	quercetin	NQO1
jinyinhua	MOL000098	quercetin	PARP1
jinyinhua	MOL000098	quercetin	AHR
jinyinhua	MOL000098	quercetin	PSMD3
jinyinhua	MOL000098	quercetin	SLC2A4
jinyinhua	MOL000098	quercetin	COL3A1
jinyinhua	MOL000098	quercetin	CXCL11
jinyinhua	MOL000098	quercetin	CXCL2
jinyinhua	MOL000098	quercetin	DCAF5
jinyinhua	MOL000098	quercetin	NR1I3
jinyinhua	MOL000098	quercetin	CHEK2
jinyinhua	MOL000098	quercetin	INSR
jinyinhua	MOL000098	quercetin	CLDN4
jinyinhua	MOL000098	quercetin	PPARA
jinyinhua	MOL000098	quercetin	PPARD
jinyinhua	MOL000098	quercetin	HSF1
jinyinhua	MOL000098	quercetin	CXCL10
jinyinhua	MOL000098	quercetin	CHUK
jinyinhua	MOL000098	quercetin	SPP1
jinyinhua	MOL000098	quercetin	RUNX2
jinyinhua	MOL000098	quercetin	RASSF1
jinyinhua	MOL000098	quercetin	E2F1
jinyinhua	MOL000098	quercetin	E2F2
jinyinhua	MOL000098	quercetin	ACP3
jinyinhua	MOL000098	quercetin	CTSD
jinyinhua	MOL000098	quercetin	IGFBP3
jinyinhua	MOL000098	quercetin	IGF2
jinyinhua	MOL000098	quercetin	CD40LG
jinyinhua	MOL000098	quercetin	IRF1
jinyinhua	MOL000098	quercetin	ERBB3
jinyinhua	MOL000098	quercetin	PON1
jinyinhua	MOL000098	quercetin	DIO1
jinyinhua	MOL000098	quercetin	PCOLCE
jinyinhua	MOL000098	quercetin	NPEPPS
jinyinhua	MOL000098	quercetin	HK2
jinyinhua	MOL000098	quercetin	RASA1
jinyinhua	MOL000098	quercetin	GSTM1
jinyinhua	MOL000098	quercetin	GSTM2
xuanshen	MOL002222	sugiol	CHRM3
xuanshen	MOL002222	sugiol	CHRM1
xuanshen	MOL002222	sugiol	SCN5A
xuanshen	MOL002222	sugiol	CHRM5
xuanshen	MOL002222	sugiol	PTGS2
xuanshen	MOL002222	sugiol	CA2
xuanshen	MOL002222	sugiol	CHRM4
xuanshen	MOL002222	sugiol	OPRD1
xuanshen	MOL002222	sugiol	ACHE
xuanshen	MOL002222	sugiol	ADRA1A
xuanshen	MOL002222	sugiol	CHRM2
xuanshen	MOL002222	sugiol	ADRA1B
xuanshen	MOL002222	sugiol	ADRB2
xuanshen	MOL002222	sugiol	ADRA1D
xuanshen	MOL002222	sugiol	DRD2
xuanshen	MOL002222	sugiol	OPRM1
xuanshen	MOL000358	beta-sitosterol	PGR
xuanshen	MOL000358	beta-sitosterol	NCOA2
xuanshen	MOL000358	beta-sitosterol	PTGS1
xuanshen	MOL000358	beta-sitosterol	PTGS2
xuanshen	MOL000358	beta-sitosterol	HSP90AA1
xuanshen	MOL000358	beta-sitosterol	KCNH2
xuanshen	MOL000358	beta-sitosterol	DRD1
xuanshen	MOL000358	beta-sitosterol	CHRM3
xuanshen	MOL000358	beta-sitosterol	CHRM1
xuanshen	MOL000358	beta-sitosterol	SCN5A
xuanshen	MOL000358	beta-sitosterol	CHRM4
xuanshen	MOL000358	beta-sitosterol	ADRA1A
xuanshen	MOL000358	beta-sitosterol	CHRM2
xuanshen	MOL000358	beta-sitosterol	ADRA1B
xuanshen	MOL000358	beta-sitosterol	ADRB2
xuanshen	MOL000358	beta-sitosterol	CHRNA2
xuanshen	MOL000358	beta-sitosterol	SLC6A4
xuanshen	MOL000358	beta-sitosterol	OPRM1
xuanshen	MOL000358	beta-sitosterol	GABRA1
xuanshen	MOL000358	beta-sitosterol	BCL2
xuanshen	MOL000358	beta-sitosterol	BAX
xuanshen	MOL000358	beta-sitosterol	CASP9
xuanshen	MOL000358	beta-sitosterol	CASP3
xuanshen	MOL000358	beta-sitosterol	CASP8
xuanshen	MOL000358	beta-sitosterol	PRKCA
xuanshen	MOL000358	beta-sitosterol	PON1
xuanshen	MOL000358	beta-sitosterol	MAP2
xuanshen	MOL000359	sitosterol	PGR
xuanshen	MOL000359	sitosterol	NCOA2
xuanshen	MOL000359	sitosterol	NR3C2
xuanshen	MOL007658	14-deoxy-12(R)-sulfoandrographolide	NR3C2
xuanshen	MOL007662	harpagoside_qt	ESR1
xuanshen	MOL007662	harpagoside_qt	CA2
xuanshen	MOL007662	harpagoside_qt	DPP4
xuanshen	MOL007662	harpagoside_qt	GSK3B
xuanshen	MOL007662	harpagoside_qt	CDK2
xuanshen	MOL007662	harpagoside_qt	DPEP1
xuanshen	MOL007662	harpagoside_qt	PRSS1
xuanshen	MOL007662	harpagoside_qt	CCNA2
